분,종목명,L일봉H,현재가,대비,,등락률,거래량,거래대금,메모,종목코드
신,SK이터닉스,44000 53000 40500 48850,"48,850",▲,"5,850","13.60","10,820,358","526,529",AI 데이터센터 전력공급"SOFC" 블룸에너지 연료전지 국내공급권 보유,'475150
신,한켐,12500 14920 12450 13670,"13,670",▲,"1,570","12.98","2,447,975","34,252","IT OLED 시장 본격 개화 (핵심):  스마트폰을 넘어 태블릿, 노트북(맥북 등)으로 OLED 패널 탑재가 확대되는 'IT OLED' 시대가 본격화되었습니다. IT 기기는 화면이 크고 장시간 사용하므로 고내구성을 위한 '중수소 치환 기술(Deuterated)' 등 고난도 합성 소재가 필수적인데, 이 분야에 강점이 있는 한켐의 수주 물량이 급증했습니다.  오늘(13일) 시장에서 차세대 디스플레이 소재 섹터가 주목받으며, 소재 합성 CDMO로서의 실적 성장성이 부각되었습니다.  반도체 및 헬스케어 신사업 가시화:  기존 디스플레이 편중 구조에서 벗어나, 반도체 공정용 특수 소재(포토레지스트 원료 등) 및 헬스케어 소재로의 CDMO 영역 확장 소식이 전해지며 멀티플(PER) 재평가 기대감이 작용하고 있습니다.",'457370
신,한국앤컴퍼니,27700 32000 27100 30800,"30,800",▲,"3,500","12.82","1,012,002","31,347",,'000240
신,HL만도,69900 76900 60600 72200,"72,200",▲,"7,200","11.08","17,688,478","1,246,362","'●HL만도 (+9.87%)(1104) / 디아이씨 (+5.17%)(1394) (25.11.25)[클릭 e종목]""HL만도, 로봇산업 역할 확대…목표가 상향"" 삼성證 ""HL만도, 로봇 엑추에이터 사업 확장…목표주가 상향"" 김현지 삼성증권 연구원은 1일 ""HL만도는 통합전자제동장치(IDB) 납품 레퍼런스를 기반으로 로봇 액추에이터 사업 확장에 나설 계획""이라며 실적 추정치를 상향했다.김 연구원은 ""액추에이터 가격은 미국의 희토류 가격 하한선 설정으로 하방 경직성을 확보했다""며 ""로봇 액추에이터에는 3~4kg의 희토류 자석이 필수적으로 포함된다""고 설명했다. 이어 ""미국은 희토류 내재화 프로젝트를 추진 중인데, 이 프로젝트의 핵심기업인 MP머티리얼즈의 모든 제품에 대해 향후 10년간 현재 시세 대비 1.5~2배의 가격 하한선을 설정했다""고 말했다.이 영향으로 HL만도의 엑츄에이터 사업도 긍정적 영향을 받을 것이라는 게 삼성증권의 전망이다.",'204320
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
