분,종목명,L일봉H,현재가,대비,,등락률,거래량,거래대금,메모,종목코드
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
