분,종목명,L일봉H,현재가,대비,,등락률,거래량,거래대금,메모,종목코드
신,에코프로비엠,133700 167300 132400 166000,"166,000",▲,"32,300","24.16","1,919,374","293,642","'삼성SDI,SK온,테슬라공급 / LG엔솔X",'247540
증,씨어스,32650 41000 32650 39950,"39,950",▲,"7,750","24.07","1,176,688","43,768","“의료 AI 최초 흑자 전환, 실적·AI 모멘텀에 테마 강세.”",'458870
,엘앤에프,99400 121900 98500 121900,"121,900",▲,"23,000","23.26","925,799","103,691","LG엔솔 비중 77 %, 테슬라, SK온 7년간 계약(24.03)",'066970
신,디앤디파마텍,80000 96900 77700 95400,"95,400",▲,"17,700","22.78","3,677,287","337,725","(25.10.29)디앤디파마텍, 1주당 3주 배정 무상증자 결정 (25.10.27)디앤디파마텍 ""MASH 신약 2상결과 美학회서 구두발표"" 디앤디파마텍이 미국에서 임상 진행 중인 MASH(대사이상 관련 지방간염) 치료제 'DD01'의 임상 2상 1차 평가지표 및 12~24주 투약 결과가 미국간학회(AASLD)에서 'Late-Breaking Abstract' 구두발표로 선정됐다고 27일 밝혔다.발표 책임 저자는 MASH 및 간질환 분야의 세계적 권위자이자 DD01 임상2상 시험의 주요 책임자를 맡고 있는 메이즌 누레딘 교수다. 연구 결과의 구체적인 내용은 학회 공식 발표 시점에 맞춰 공개될 예정이다.  경구용 의약품 개발 플랫폼 디앤디파마텍 ""MASH 신약 2상결과 美학회서 구두발표"" 디앤디파마텍이 미국에서 임상 진행 중인 MASH(대사이상 관련 지방간염) 치료제 'DD01'의 임상 2상 1차 평가지표 및 12~24주 투약 결과가 미국간학회(AASLD)에서 'Late-Breaking Abstract' 구두발표로 선정됐다고 27일 밝혔다.발표 책임 저자는 MASH 및 간질환 분야의 세계적 권위자이자 DD01 임상2상 시험의 주요 책임자를 맡고 있는 메이즌 누레딘 교수다. 연구 결과의 구체적인 내용은 학회 공식 발표 시점에 맞춰 공개될 예정이다.",'347850
신,지투지바이오,36550 44200 36150 44100,"44,100",▲,"8,100","22.50","422,639","17,609","지투지바이오, 1주당 신주 2주 배정 무상증자 결정 [단독]지투지바이오, 새 빅파마와 공장실사 돌입…추가 기술이전 청신호 지투지바이오는 지난 8~10일 일본 요코하마에서 진행된 바이오 재팬에 참석해 16개 해외 기업과 미팅을 진행했다. 이 중 한 글로벌 빅파마가 지투지바이오와 저분자화합물 의약품에 대한 파트너링 논의를 본격 추진하며 내년 초 GMP 공장 실사 일정을 잡은 것으로 알려졌다.일반적으로 공장 실사는 공동개발이나 기술이전 계약을 체결하기 직전 단계에서 추진된다. 해당 기업이 파트너링 논의 초반의 단순 관심을 표하는 단계를 넘어 지투지바이오의 기술을 실질적으로 검증해보는 단계로 진전됐다는 의미이다.  “베링거잉겔하임 공동개발에 이어 추가 파트너사 확보는 이노램프의 상업적 가능성을 높여줄 수 있는 지표가 될 것”이라고 말했다.  약효 지속형 주사제 기술 입증 지투지바이오는 2023년 10월 식품의약품안전처로부터 1개월 약효 지속형 치매치료제(GB-5001) 임상시험계획(IND)을 승인받아 일회 투여 임상을 성공적으로 마쳤다. 현재 다회 투여 임상을 포함한 상업화 개발을 진행 중이다.또한 3일 이상 진통 효과가 지속되는 비마약성 수술 후 통증 치료제 GB-6002는 임상 1상을 완료하고 후속 연구를 진행 중이다. GLP-1 기반 1개월·3개월 지속형 비만·당뇨병 치료제(GB-7001, GB-7003) 등으로 파이프라인을 확장하고 있다.",'456160
신,제룡전기,42100 50800 41500 50600,"50,600",▲,"9,200","22.22","489,348","22,484","변압기 : 제룡전기는 변압기, 개폐기, GIS 제조 및 판매를 주사업으로 하며, 국내 54건, 국외 5건의 특허권과 33건의 디자인권을 보유 제룡전기는 북미 시장을 위주로 한 수출 비중이 88%가량으로 향후 동반 성장에 대한 기대감이 반영",'033100
신,애경케미칼,9070 11230 9000 11230,"11,230",▲,"2,030","22.07","2,012,996","21,246",글로벌 배터리기업에 나트륨배터리 핵심 ‘하드카본 음극재’ 테스트 진행,'161000
신,에이비엘바이오,91500 108000 89200 107600,"107,600",▲,"18,900","21.31","1,479,720","153,070","'(25.10.23)이중항체 ADC 가치 급부상…다케다·이노벤트 16조 '빅딜' (25.10.21)에이비엘바이오, 월드 ADC서 이중항체 ADC 안전성과 효능 발표 에이비엘바이오는 11월 3일부터 6일(현지시간)까지 미국 캘리포니아주 샌디에이고에서 개최되는 제16회 월드 ADC 샌디에이고(World ADC San Diego) 2025에 참석해 이중항체 ADC 개발 전략을 소개한다고 21일 밝혔다.에이비엘바이오의 발표 주제는 ‘이중항체 ADC의 새로운 표적 조합 검증: 종양 선택성 증가 및 비표적 독성 감소’다. 이를 통해 두 가지 표적 조합으로 단일항체 ADC 대비 개선된 이중항체 ADC의 안전성과 효능을 설명할 계획이다.  4.1조원대 그랩바디-B '기술수출 4.1조' 빅딜 2025/04/07 22:32",'298380
증,펩트론,170800 204000 170700 202000,"202,000",▲,"35,000","20.96","439,049","84,547","'GLP-1 비만치료제 기술이전(L/O) 기대감 보유  0. 펩트론 사업 내용 펩타이드 기반 약효지속성 의약품 개발 전문 기업. 핵심 기술 '스마트데포' 플랫폼을 이용해 1~6개월간 약효가 지속되는 당뇨, 비만, 파킨슨병 치료제 등을 연구 개발함.  1. 핵심 재료: 비만 치료제(GLP-1) 기술이전 기대감 펩트론의 주가 재료는 '비만 및 당뇨 치료제' 파이프라인이며, 특히 글로벌 '빅파마'로의 기술이전(L/O, Licensing Out) 기대감이 가장 강력한 핵심 재료입니다.  핵심 기술 (스마트데포): 펩트론은 '스마트데포(SmartDepot)'라는 약효 지속성 플랫폼 기술을 보유하고 있습니다. 이는 주 1회 투여해야 하는 기존 GLP-1 계열 비만 치료제(오젬픽, 위고비 등)의 투약 주기를 1개월 이상으로 획기적으로 늘릴 수 있어 시장의 주목을 받고 있습니다.  주요 파트너 (일라이 릴리): 글로벌 제약사 '일라이 릴리(Eli Lilly)'와 펩트론의 기술을 평가하는 공동 연구 계약을 체결한 바 있습니다. 이 계약이 본 기술이전(L/O)으로 이어질 것이라는 기대감이 주가 상승의 핵심 동력으로 작용해왔습니다.  재료의 양면성: 이 기대감은 주가 급등의 원인이 되기도 하지만, 반대로 기술이전 관련 불확실성이나 부정적인 소식(경쟁사 계약 등)이 나올 경우 주가 급락(하한가)의 원인이 되기도 하는 등 변동성이 매우 큰 재료입니다.  2. 기타 재료: 신약 품목 허가 루프원(Loop-1): 2025년 7월, 1개월 지속형 전립선암 및 성조숙증 치료제 '루프원'이 식품의약품안전처로부터 품목허가를 받았습니다. 이는 펩트론의 '스마트데포' 기술이 적용된 첫 상업화 제품이라는 점에서 재료로 부각되었습니다.  3. 최근 [특징주] 기사 및 등락률 [2025.07.17]",'087010
신,이수스페셜티케미컬,65600 77000 63000 77000,"77,000",▲,"13,300","20.88","497,539","35,324",'삼성SDI 전고체/고체 전해질의 원료인 황화리튬(Li2S)을 생산·판매한다.,'457190
신,LG에너지솔루션,331500 400500 331000 400500,"400,500",▲,"69,000","20.81","1,144,285","435,957",스페이스X공급,'373220
신,한올바이오파마,58800 70000 58300 69200,"69,200",▲,"11,400","19.72","2,926,067","193,251","(25.10.31)제2의 디앤디? 한올바이오파마, 파트너사 M&A 거론에 몸값 쑥 [Why 바이오] (25.11.04)한올바이오파마, 바토클리맙 출시 가능성 ‘재부각’…목표가↑-DS 김민정 DS투자증권 연구원은 4일 “9월 3일 바토클리맙의 그레이브스병 임상 2상 추적관찰(off-treatment) 결과에서 24주간 투여 중단 이후에도 갑상선 기능이 유지되는 ‘Disease-modifying 효과’를 확인했다”며 “이에 따라 LDL 상승 부작용이 치료 지속성에 미치는 영향은 제한적임이 입증됐다”고 밝혔다.김 연구원은 이어 “바토클리맙이 24주 투약만으로 질병 관해를 유지할 수 있는 치료제로 자리잡을 경우, 일시적인 LDL 상승은 상업화의 본질적 장애 요인이 아니다”며 “TED(갑상선안병증) 3상 임상이 성공하면 이뮤노반트(Immunovant)가 바토클리맙 상업화에 나설 것”이라고 전망했다.그는 또 “바토클리맙이 TED 적응증에서 first-in-class로 출시될 경우, 시장 점유율 70% 확보도 가능하다”며 “현재 진행 중인 TED 임상 3상 결과는 12월 공개 예정으로, 결과에 따라 한올바이오파마의 기업가치가 최대 2조2000억원 상승할 수 있다”고 내다봤다.  미국소재 협력사에게 기술이전 이력",'009420
증,스피어,17750 20950 16750 20700,"20,700",▲,"3,400","19.65","2,429,449","47,989",'2024/10/15 20:57 AI 헬스케어 국책,'347700
신,에임드바이오,23000 26950 22200 26850,"26,850",▲,"4,400","19.60","675,458","16,905",,'0009K0
신,계룡건설,19290 24050 19140 22150,"22,150",▲,"3,540","19.02","919,879","20,364",[세종시],'013580
신,포스코퓨처엠,161000 190900 159000 190900,"190,900",▲,"30,300","18.87","646,645","115,531","이차전지 소재(양극재, 음극재 등) 사업을 전담하는 핵심 계열사",'003670
신,와이지-원,17800 21100 17590 20950,"20,950",▲,"3,310","18.76","1,107,739","22,002",,'019210
신,인바디,44800 53500 44800 53500,"53,500",▲,"8,350","18.49","355,707","17,961",,'041830
증,모헨즈,4155 5240 4155 4820,"4,820",▲,"720","17.56","5,160,403","24,632",세종 수도 이전-새만금 개발 확대 조기 대선 정책 기대감,'006920
증,보로노이,170800 203500 170800 200000,"200,000",▲,"29,200","17.10","164,962","32,338","'보로노이, 글로벌 임상 준비 'CMO 신설' 릴리 출신 영입 보로노이는 현재 HER2 양성 고형암 치료제 'VRN10'의 임상 1a상을 한국과 호주에서 진행 중이다. 2026년 임상 1b/2상에 진입할 예정이다. 또 다른 주력 파이프라인인 EGFR 변이 비소세포폐암 표적치료제 'VRN11' 임상 1a상도 한국과 대만에서 진행하고 있다. 이 역시 2026년 글로벌1b/2상 진입을 목표로 한다.보로노이는 현지시간 22일부터 26일까지 미국 보스턴에서 열리는 '분자표적 및 항암치료 컨퍼런스(Molecular Targets and Cancer Therapeutics, AACR-NCI-EORTC)'에 참석한다. 미국암연구학회(AACR), 미국 국립암연구소(NCI), 유럽암연구치료기구(EORTC) 등 3개 단체가 공동으로 주최하는 암 치료제 연구개발 학회다.23일 보로노이는 학회 현장에서 VRN10과 VRN11의 임상 업데이트 결과를 포스터로 발표한다.  보로노이, “부작용 ‘0’에 가까운 항암제 등장…""VRN16, CDK2 억제제 넘었다""",'310210
신,삼성SDI,458500 533000 457500 532000,"532,000",▲,"77,000","16.92","1,302,394","645,652",,'006400
신,비에이치아이,49750 57000 48000 57000,"57,000",▲,"8,000","16.33","522,718","28,001",'CASK 분야에서 긴밀한 기술 협력 체계를 구축 중/ 액화천연가스(LNG) 복합화력발전 배열회수보일러(HRSG) 공급 // 비에이치아이는 이날 두산에너빌리티와 약 1221억원 규모의 액화천연가스(LNG) 복합화력발전 배열회수보일러(HRSG) 공급계약을 체결했다.,'083650
신,한미약품,368000 429500 368000 425500,"425,500",▲,"59,500","16.26","235,292","97,369","글로벌 비만약 시장, 기존 전망서 2배 확장…'290조' 전망 나왔다 경구용 치료제 개발 역시 시장의 판도를 바꿀 '게임 체인저'로 꼽힌다.릴리의 오포글리프론은 펩타이드 대비 생산성이 높고 비용 절감이 가능해 가격 경쟁력을 확보할 경우 일부 주사제 시장을 대체할 수 있을 전망이다.차세대 약물의 경쟁은 체중 감량을 넘어 '근육량 보존' 등으로 이동하고 있다. 1세대 GLP-1 치료 시 체중 감량분의 39~45%가 근육 등 제지방량 감소로 인한 것이라는 한계가 있었다.알티뮨 GLP-1+글루카곤 계열 치료제 '펨비두타이드'는 근육 감소 비율이 21.9%에 불과함을 입증했다.  (25.11.01)릴리가 중단한 ‘근육 보존 비만약’, 한미약품은 가능한 이유 HM17321은 ‘부신피질자극호르몬 방출 인자2(CRF2) 수용체’를 타깃하는 우로코르틴-2(UCN2) 유사체로, 지방만 선택적으로 감량하면서 동시에 근육은 증가시키도록 설계됐다.선행 연구에 따르면 UCN2는 심혈관계 보호 뿐 아니라 골격근에 직접 작용해 근육 비대(hypertrophy)를 유도하는 것으로 알려져 있다. 이런 기전은 기존 비만치료제에서 불가피하게 수반되는 근손실 문제를 보완할 수 있는 대안으로 주목받고 있다.한미약품은 HM17321 비임상 연구(동물실험)에서 근육량 증가와 지방 선택적 감량을 동시에 구현되는 것을 확인했다. 올해 안으로 HM17321은 임상 1상에 돌입해 계열 내 최초 약물로 개발한다는 계획이다.  한미약품, 비만신약 최대 30% 체중감소 효과 확인 한미약품은 비만신약 '에페글레나타이드' 임상3상 중간 톱라인 결과 최대 30%의 체중감소 효과를 확인했다고 27일 밝혔다.투약 40주차 시점 분석결과 5% 이상 체중이 감량된 시험대상자는 79.42%(위약 14.49%)였다. 10% 이상 몸무게가 빠진 대상자는 49.46%(위약 6.52%), 15% 이상은 19.86%(위약 2.90%)로 나타났다. 기저치 대비 에페글레나타이드 투여군의 평균 체중변화율은 -9.75%로, 위약투여군 -0.95%와 대비된다.현재 시장에 출시된 GLP-1 계열 비만 치료제의경우 구토나 오심, 설사 등 위장관계 이상사례 발현 비율이 높다. 반면 에페글레나타이드 경우 관련 이상사례가 기존에 알려진 발현율 대비 두자릿수 이상 비율로 적은 것으로 나타났다.  위고비·마운자로 다음은?…'차세대' 비만약, 학회 달궜다 한미약품은 이번 학회에서 신개념 비만치료제 'HM17321' 등의 비임상 연구 결과를 발표한다. HM17321은 체중 감량과 근육 증가를 동시에 실현하는 비만치료제로 개발 중인 물질이다. 작년 11월 미국비만학회에서 발표된 비임상 연구 결과, 비만의 동물 모델에게 HM17321를 투약했더니 GLP-1 약물인 세마글루타이드와 유사한 체중 감량 효과를 나타내면서도 제지방량(lean mass)과 근육량이 늘어난 바 있다. 그동안 한미약품은 HM17321이 근육에 직접 작용해 근육량을 증가시키는 구체적인 작용 기전을 발표한 적 없었으나, 이번 학회에서 세계 최초로 마우스 근육 단백체 연구를 통해 HM17321의 근육 증가 기전을 분자생물학적으로 규명한다. [리포트 브리핑]한미약품, '그럼에도 불구하고, 한미는 갑니다' 목표가 440,000원 - NH투자증권 NH투자증권에서 한미약품(128940)에 대해 '제약사 Top Pick: 연내 가장 강력한 내러티브 보유(파트너사 MSD). 現한미약품 주가는 신약가치를 온전히 평가받지 못한 명확한 저평가 구간. 이는 1) 불확실성(경영권 분쟁, 실적), 2) 바이오텍 대비 낮은 관심에 기인. 다만, 연내 두개의 핵심 데이터 발표 예정(MSD의 MASH 2상, 국내 비만 3상). 남은 타임 라인 고려 시 3분기말부터는 길었던 저평가의 해소가 시작되는 국면으로 판단. 2026년부터는 본격 비만 기술 수출 성과 기대'라고 분석했다.",'128940
펀,TIGER 2차전지소재Fn,4930 5730 4915 5730,"5,730",▲,"800","16.23","7,547,305","41,247",,'462010
신,에코프로에이치엔,28450 33000 28450 32700,"32,700",▲,"4,550","16.16","510,530","15,964","양극재도가니, 전해액소재, 온실가스저감장치",'383310
신,시노펙스,4495 5230 4495 5190,"5,190",▲,"720","16.11","3,453,666","17,264",혈액여과기,'025320
신,아모레퍼시픽,96900 115500 96800 112500,"112,500",▲,"15,500","15.98","1,165,839","129,915",,'090430
신,에코프로머티,42450 49250 42450 49100,"49,100",▲,"6,700","15.80","591,901","27,923",양극재의 전구체,'450080
신,SK이터닉스,44750 54100 44600 50000,"50,000",▲,"6,800","15.74","10,525,175","532,655",AI 데이터센터 전력공급"SOFC" 블룸에너지 연료전지 국내공급권 보유,'475150
신,파라다이스,12600 14570 12510 14360,"14,360",▲,"1,950","15.71","1,479,293","20,964",,'034230
펀,TIGER 2차전지TOP10,9470 10730 9330 10730,"10,730",▲,"1,450","15.63","7,457,193","76,890",,'364980
신,한화솔루션,31250 35550 30650 35400,"35,400",▲,"4,750","15.50","3,067,894","103,487",,'009830
신,대주전자재료,87200 101700 87200 101500,"101,500",▲,"13,600","15.47","288,895","27,522",'테슬라에 실리콘 음극재 공급 확정 2025/01/15 06:56,'078600
신,에스티팜,118500 137100 116100 135000,"135,000",▲,"17,600","14.99","391,219","51,869",,'237690
신,일진전기,66100 76000 65700 75700,"75,700",▲,"9,800","14.87","554,878","39,126","ESS, 스마트그리드, 실리콘 음극재개발",'103590
신,리가켐바이오,144500 173800 144500 163600,"163,600",▲,"20,700","14.49","2,034,130","333,052",adc 플랫폼 중심 '빅딜' 전략 개시,'141080
신,포스코DX,20200 23150 19980 23100,"23,100",▲,"2,900","14.36","713,973","15,447","'포스코DX(POSCO DX)는 포스코 그룹의 IT 및 엔지니어링(자동화) 솔루션 전문 기업입니다.  과거 '포스코ICT'에서 2023년 현재의 사명으로 변경하며, '디지털 전환(Digital Transformation, DX)'을 주도하겠다는 정체성을 명확히 했어요.  핵심 사업은 공장과 같은 산업 현장의 운영기술(OT)에 IT와 인공지능(AI)을 융합하는 것입니다. 주요 사업 분야, 최근 실적, 그리고 미래 전망으로 나누어 자세히 설명해 드릴게요.  ?? 핵심 사업 분야 포스코DX의 사업은 크게 3개의 축으로 나뉩니다.  스마트팩토리 (EIC 엔지니어링)  철강, 이차전지 소재 등 다양한 산업 현장의 공장 자동화 및 지능화를 담당해요.  전기(Electricity), 계측(Instrumentation), 제어(Control) 설비를 구축하고 여기에 AI, 빅데이터, 디지털 트윈 기술을 적용해 '스마트팩토리'를 구현합니다.  출처: 포스코DX의 EIC사업부 매출 비중은 2023년 기준 54%에 달하며, 포스코 그룹이 2030년까지 생산라인 자동화에 최대 20조 원을 투자할 계획이어서 지속적인 수혜가 예상됩니다. [시사저널e, 2024-04-15]  ([https://www.sisajournal-e.com/news/articleView.html?idxno=402045](https://www.sisajournal-e.com/news/articleView.html?idxno=402045)) 산업용 로봇 자동화  고위험, 고강도 작업을 사람 대신 로봇이 수행하도록 시스템을 설계하고 구축(SI)합니다.  포스코DX가 로봇을 직접 제조하는 것이 아니라, 다양한 로봇 제조사들의 제품을 현장에 최적화하여 적용하는 **'로봇 엔지니어링'**에 강점이 있어요.  출처: 포스코DX는 '로봇자동화센터'를 신설해 산업용 로봇 기반의 '인텔리전트 팩토리' 구현에 나서고 있습니다. [포스코DX 공식 홈페이지, 2024-07-19]  ([https://www.poscodx.com/kor/pr/newsRoomView.do?col=&sw=&page=&num=7048](https://www.poscodx.com/kor/pr/newsRoomView.do?col=&sw=&page=&num=7048)) 스마트 물류 (Smart Logistics)  인천국제공항 수하물처리시스템(BHS)이나 한진택배 메가허브 물류센터처럼, 대규모 물류 자동화 시스템을 구축한 경험을 보유하고 있습니다.  출처: 포스코DX는 한진택배 메가허브 물류센터, GS리테일 군포 신물류센터 등에 자동화 시스템을 구축한 경험이 있습니다. [포스코DX 공식 홈페이지, 2024-07-19]  ([https://www.poscodx.com/kor/pr/newsRoomView.do?col=&sw=&page=&num=7048](https://www.poscodx.com/kor/pr/newsRoomView.do?col=&sw=&page=&num=7048)) ?? 최근 실적 및 재무 현황 2023년까지 이어진 폭발적인 성장세(2023년 영업이익 전년비 +70.97%)와 달리, 2025년 들어서는 다소 숨 고르기에 들어간 모습입니다.  최근 실적 (2025년 3분기):  매출: 2,447억 원 (전년 동기 대비 23.2% 감소)  영업이익: 217억 원 (전년 동기 대비 17.6% 감소)  출처: 2025년 3분기 실적 공시 자료입니다. [경북도민일보(Daum), 2025-10-27]  ([https://v.daum.net/v/20251027185640519](https://v.daum.net/v/20251027185640519)) 실적 부진 원인:  상반기 실적 분석에 따르면, 주요 전방산업(철강 등)의 둔화와 그룹사 투자 지연이 신규 수주 감소에 영향을 미쳤습니다.  또한, 다른 IT 서비스 기업들과 달리 그룹사 내부 매출 의존도가 높아(대외 매출 비중 4% 불과), 그룹의 업황에 실적이 크게 연동되는 한계를 보였습니다.  출처: 포스코DX의 2025년 상반기 실적 하락을 분석하며, 그룹사 투자 지연과 높은 내부 매출 의존도를 원인으로 지적했습니다. [시사저널e, 2025-07-31]  ([https://www.sisajournal-e.com/news/articleView.html?idxno=413927](https://www.sisajournal-e.com/news/articleView.html?idxno=413927)) 주요 재무 정보: (2025년 11월 4일 기준)  현재 주가: 약 26,300원  시가총액: 약 3조 9,985억 원  52주 최고/최저: 29,400원 / 17,850원  PER (2024년 결산 기준): 약 32.95배  출처: 포스코DX의 주요 시세 및 재무 정보를 확인할 수 있습니다. [FnGuide 기업정보]  ([https://comp.fnguide.com/SVO2/ASP/SVD_Main.asp?gicode=A022100](https://comp.fnguide.com/SVO2/ASP/SVD_Main.asp?gicode=A022100)) ?? 미래 성장 동력 및 전망 단기 실적은 주춤하지만, 중장기 성장 동력은 여전히 포스코 그룹의 대규모 투자에 맞춰져 있습니다.  1. 이차전지 소재 공장 자동화: 포스코DX의 가장 강력한 미래 먹거리에요. 포스코 그룹이 집중 투자하는 포항, 광양 등의 이차전지 소재(양극재, 음극재 등) 공장의 스마트팩토리 구축을 사실상 전담하고 있습니다. 이를 위해 2024년 '이차전지소재사업실'을 신설하기도 했어요.  출처: 포스코DX는 연말 조직개편을 통해 '이차전지소재사업실'을 신설하고 그룹의 신소재 사업 지원 효율성을 높이고 있습니다. [한국경제TV, 2024-01-02]  ([https://m.wowtv.co.kr/NewsCenter/News/Read?articleId=A202401",'022100
신,씨에스윈드,37200 44700 37200 43750,"43,750",▲,"5,250","13.64","1,212,801","51,380",,'112610
신,HD현대에너지솔루션,119100 141000 119100 131900,"131,900",▲,"14,200","12.06","324,624","43,231",태양광,'322000
경,강동씨앤엘,1560 2100 1560 1802,"1,802",▲,"183","11.30","12,472,216","24,122",,'198440
신,삼성에피스홀딩스,427000 502000 424000 468000,"468,000",▲,"41,500","9.73","172,067","79,954",,'0126Z0
신,화신,9980 11540 9910 10930,"10,930",▲,"880","8.76","3,577,877","38,464", **현대차 인도 IPO (인도 시장 성장성):** 화신은 인도 현지 공장을 통해 현대차 인도 법인에 부품을 공급하고 있습니다. 현대차 인도 법인 상장(IPO) 이슈가 부각될 때마다, 현지 생산 설비를 갖춘 화신이 매출 증대 및 기업가치 재평가(Value-up)의 직접적인 수혜주로 분류되어 강한 상승 탄력을 받았습니다. - **전기차(EV) 부품 확장:** 기존 내연기관 부품에서 전기차 핵심 부품인 '배터리 팩 케이스'로 사업 영역을 성공적으로 확장했습니다. 대규모 수주 계약(약 9,398억 원 규모 등) 소식은 회사의 중장기 성장 동력으로 작용하며 주가 리레이팅(Re-rating)의 근거가 되고 있습니다.,'010690
