분,종목명,L일봉H,현재가,대비,,등락률,거래량,거래대금,메모,종목코드
,JW신약,2480 2930 2420 2730,"2,730",▲,"395","16.92","52,483,503","142,974","(22.01.05)[특징주]JW신약, 이재명 탈모 치료 정책 수혜…탈모치료제 판매 '부각' (25.05.29)JW신약, 탈모치료제 포트폴리오 강화…‘마이딜 5% 폼 에어로졸’ 출시",'067290
신,브이엠,89000 105000 83000 104100,"104,100",▲,"15,700","17.76","1,463,825","144,527","(25.09.04)[특징주]SK하이닉스 동행 브이엠, 실적 개선 기대감에 신고가 앞서 브이엠은 지난달 SK하이닉스와 90억원 규모의 반도체 제조 장비 단일판매·공급계약을 체결했다. 브이엠은 국내 유일 에칭(식각) 장비 업체다. 박 연구원은 ""회사는 최근 2년간 주 고객사의 투자 축소 영향으로 영업적자를 기록했으나, 2025년 상반기부터 SK하이닉스의 범용 디램 캐파 투자 증가로 인한 실적 개선이 기대된다""며 ""2025년 4분기부터 M15X향 장비 매출이 본격적으로 인식되면서 가파른 실적 성장을 보여줄 것""으로 내다봤다.",'089970
신,하나마이크론,47800 57000 47450 56800,"56,800",▲,"7,800","15.92","7,277,423","399,081","하나마이크론은 반도체 슈퍼사이클의 수혜가 기대되는 국내 1위 OSAT(반도체 후공정) 기업입니다.  중요 내용 하나마이크론은 반도체 패키징과 테스트 등 후공정 분야를 전문으로 하는 기업으로, 삼성전자, SK하이닉스 등을 주요 고객사로 두고 있습니다.  최근 메모리 반도체 수요 증가와 D램 가격 급등에 따른 '반도체 슈퍼사이클'의 대표적인 수혜주로 꼽히고 있습니다.  2025년 3분기 실적은 매출액 3966억원, 영업이익 400억원으로 시장 전망치를 상회할 것으로 예상됩니다. 이는 베트남 법인의 견조한 메모리 수요와 브라질 법인의 수익성 개선에 따른 것입니다.  과거 논란이 되었던 인적분할 계획을 철회한 바 있습니다.  최근 [특징주] 기사 2025년 10월 13일 [특징주] 하나마이크론, “슈퍼사이클 탄 K-메모리” 삼성·SK 호실적 유력에 낙수효과 '콸콸' 기사에서 전일 대비 14.58% 상승한 27,900원에 장을 마감했습니다.   (VCSEL)수직표면 발광레이져 광원의 핵심원천기술 개발  하나마이크론은 반도체 패키징(후공정), 테스트 전문기업이다. 앞서 한 언론보도에 따르면 삼성전자가 후공정 경쟁력 강화를 위해 하나마이크론에 1000억원 규모 설비임대 논의를 진행하고 있는 것으로 전해졌다.",'067310
주,기가비스,140900 165400 138300 160000,"160,000",▲,"21,000","15.11","330,319","51,820",인공지능(AI) 반도체 시장의 핵심 부품인 실리콘 브릿지(SiB) 관련 자동광학검사기(AOI) 장비 공급,'420770
증,파두,100200 118800 99300 115900,"115,900",▲,"14,500","14.30","1,796,555","204,415",'224 안착하면 보자  2025/08/28 21:23,'440110
경,후성,16900 19840 16440 18600,"18,600",▲,"1,660","9.80","9,221,276","171,087","전해질염 LiPF6를 국내 유일하게 생산하고 있는 기업이다. LiPF6은 제조와 취급의 위험성, 제조 공정의 까다로운 반응 조건, 금속 성분 및 수의 관리에 있어 고도화된 정제 기술 노하우가 필요하다. 현재 후성은 국내 울산공장과 중국 공장에서 생산을 하고 있다.  (24.09.12)[클릭 e종목]""후성, 2026년 실적 개선 전망"" 후성은 2차전지 전해액염 중에서 LiPF6(육불화인산리튬)를 국내에서 유일하게 생산하고 있으며, LiBF4 등 전해질 첨가제도 제조 및 판매하고 있다. 주요 제품은 국내 울산공장과 중국공장에서 생산하고 있다. (23.07.03)후성, ‘반도체→이차전지’ 다각화 속도…높아진 투자 부담[소부장 슈퍼을] 후성은 불화수소(HF) 기술을 바탕으로 국내 반도체용 특수가스 시장을 원익머트리얼즈, SK스페셜티 등 일부 기업과 과점하고 있다. 반도체용 특수가스 시장이 공정 미세화 흐름에 더해 주요 고객사인 삼성전자, SK하이닉스의 투자 확대 흐름을 타고 성장하는 가운데 후성은 고도의 신뢰도와 품질수준을 갖춘 제품을 앞세워 공급망 내 높은 점유율을 지켜왔다.후성의 대표 제품은 육불화부타디안(C4F6)과 육불화텅스텐(WF6)이다. C4F6를 비롯한 불화탄소(CF)계 가스는 주로 반도체 식각(에칭)공정에 사용되는데, 다른 가스와 비교해 수익성은 낮지만, 전체 공정 가스 중 90%를 차지할 정도로 사용빈도가 높다.  (25.09.15)[특징주] 후성, “냉매·특수가스 수요 급증”에 리튬염 독점 생산 부각되며 매출 확대 전망 후성은 이차전지 전해액의 핵심 소재인 리튬염(LiPF6)을 생산하는 국내 유일 업체로 가전용·산업용에 쓰이는 냉매, 반도체 에칭 및 증착에 쓰이는 특수 가스 등을 주력으로 영위하고 있다.",'093370
신,피에스케이,153000 196500 153000 182500,"182,500",▲,"17,500","10.61","1,686,771","312,062","(25.10.20)“피에스케이, 중국 반도체 제재 덕 점유율 확대 전망” 국내 장비사 중에서는 D램 3사와 파운드리 3사 모두를 고객사로 확보할 수 있는 유일한 기업이 될 가능성이 있다는 평가도 나왔다. 채민숙 한국투자증권 연구원은 ""미국의 대중 제재로 인한 북미 고객사향 점유율 확장은 이제 시작""이라며 ""중장기 안정적인 실적을 바탕으로 주가가 재평가 받을 수 있는 구간""이라고 말했다.아울러 ""최근 메모리 반도체 업계의 투자 사이클이 길어지면서 주요 IDM(종합 반도체 제조사) 업체들을 고객사로 확보한 피에스케이의 경쟁력이 더욱 부각될 것""이라며 ""그동안 PR 스트립 장비에 비해 매출이 정체돼 있던 '뉴 하드마스크 스트립 장비(New Hard Mask Strip)'와 '베벨 에치(Bevel Etch) 장비'의 매출이 회복되면서 실적 개선이 본격화될 것""이라고 전망했다.  (22.04.08)피에스케이·대원산업, 올해 인텔 '우수 공급업체'로 선정 국내 반도체 전공정 장비업체 피에스케이(PSK)는 Valued 상을 수상했다. 피에스케이는 PR 스트립 및 드라이 클리닝 장비를 주력으로 생산하고 있다. 국내 주요 반도체 제조업체인 삼성전자와 SK하이닉스는 물론 인텔, 마이크론, 소니 등에 장비를 납품하고 있다.",'319660
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
