분,종목명,L일봉H,현재가,대비,,등락률,거래량,거래대금,메모,종목코드
신,삼영,11000 13830 9950 13250,"13,250",▲,"2,550","23.83","8,295,167","103,536","로봇 및 전기차에 들어가는 '커패시터 필름' 국내 유일 생산 기업으로 부각되며 상승 (테슬라 옵티머스, 현대차 아틀라스 등 휴머노이드 경쟁 심화 수혜).  '삼영'이라는 이름을 가진 상장사가 여러 곳 있습니다.  아마도 직전 질문(ESS ETF)과 연관 지어 **'삼영(003720)'**을 말씀하시는 것으로 보입니다. 이 회사는 최근 ESS(에너지 저장 장치) 관련주로 시장의 주목을 받았습니다.  어떤 '삼영'을 찾으시는지에 따라 정보가 달라지므로, 주요 '삼영' 상장사들을 정리해 드릴게요.  1. ?? 삼영 (003720) : KOSPI 주요 사업: 플라스틱 필름(특히 커패시터 필름), 포장용 랩 등을 제조하는 화학 소재 기업입니다.  최근 이슈 (ESS 연관성):  삼영은 커패시터(Capacitor, 축전기) 제조에 쓰이는 핵심 소재인 '커패시터 필름'을 생산합니다.  최근 AI 데이터센터 등으로 전력 수요가 급증하면서, 전력을 안정적으로 저장하고 공급하는 ESS의 중요성이 부각되었고, ESS용 커패시터 수요 증가 기대감에 관련주로 묶였습니다.  이로 인해 어제(11월 10일) 주가가 22.03% 급등하는 등 강한 움직임을 보였습니다.  인용:  ""전기차 업황 부진에 긴 침체기에 빠져있던 2차전지주 주가가 에너지저장장치(ESS)를 기반으로 인공지능(AI) 테마와 엮이면서 크게 반등하고 있다. ... 2차전지주 구원투수 된 ESS 테마, 삼영 신성에스티 코윈테크 '스몰캡'도 있다""  출처: 비즈니스포스트 (2025.10.31), 2차전지주 구원투수 된 ESS 테마, 삼영 신성에스티 코윈테크 '스몰캡'도 있다 (알파스퀘어 재인용)  ""일자 | 종가 | 등락률 ... 11.10 | 5,650원 | +22.03%""",'003720
신,삼보모터스,5660 6910 5620 6660,"6,660",▲,"1,210","22.20","3,468,844","22,399","자율주행 '모셔널' 상용화 (로보택시):  현대차그룹의 자율주행 합작법인 '모셔널'이 2026년 무인 로보택시 서비스를 본격 상용화한다는 소식이 전해지며 강력한 재료로 작용했습니다.  삼보모터스는 자율주행차 센서 커버(SCC 커버) 및 관련 내외장재 기술을 보유하고 있어, 자율주행 시대의 직접적인 수혜주로 분류되어 매수세가 몰렸습니다.  CES 2026 로봇 & AI 테마 연동:  CES 2026에서 현대차그룹이 로보틱스와 AI를 결합한 미래 비전을 제시하면서, 로봇 관련 부품(감속기 정밀 가공 기술 등) 제조 능력이 부각되었습니다.  시장에서는 삼보모터스를 단순 자동차 부품사가 아닌, '로봇 및 자율주행 하드웨어' 관련주로 재평가하며 현대오토에버 등과 함께 그룹 내 핵심 테마주로 움직이고 있습니다.",'053700
신,DB하이텍,187000 230500 187000 228000,"228,000",▲,"46,900","25.90","2,138,870","443,995","'전력반도체 PMIC, DDI 조제  테슬라 칩 /  실리콘 캐패시터는 전자기기 회로에 전류가 안정적으로 흐르게 하는 일종의 '댐' 역할을 한다. 향후 적층세라믹커패시터(MLCC)를 대체할 것으로 예상되는 부품으로, 전자 신호 속도와 정확도가 높은 게 장점으로 꼽힌다   **0. 사업내용 (95자)** 8인치 웨이퍼 기반의 시스템반도체 전문 파운드리(위탁생산) 기업. 아날로그, 전력반도체(PMIC), 디스플레이 구동칩(DDI) 등을 주력으로 생산함.  **1. 한 문장 요약 (47자)** 2025년 3분기, 전력반도체 수요 증가에 힘입어 '어닝 서프라이즈' 달성.  **2. 추가 중요 내용**  - **3분기 어닝 서프라이즈:** 2025년 3분기 연결 기준 **매출 3,747억 원** (전년 동기 대비 30% 증가), **영업이익 806억 원** (전년 동기 대비 71% 증가)을 기록하며 시장 기대치를 크게 상회했습니다. - **핵심 재료 (전력반도체):** 이러한 호실적은 고부가 가치 제품인 **전력반도체(Power Semiconductor)**의 수요가 지속적으로 증가하고, 특히 산업용 분야 매출이 두드러졌기 때문입니다. - **신사업 기대감:** 2025년 초, 신사업으로 추진 중인 '실리콘 캐패시터' 양산 기대감과 반도체 시장 회복 가능성이 부각되며 주가 상승 재료로 작용하기도 했습니다.",'000990
증,바이젠셀,11400 13830 11170 12920,"12,920",▲,"2,280","21.43","4,599,496","60,518","바이젠셀, NK·T세포림프종 치료제 허가 기대감에 상한",'308080
신,네패스아크,43750 55100 43000 52000,"52,000",▲,"9,150","21.35","1,544,716","78,036","네패스아크는 시스템반도체 후공정(OSAT) 테스트 기업으로 주로 전력관리반도체(PMIC), 디스플레이 구동칩(DDI), 시스템온칩(SoC), 무선주파수(RF) 제품 등의 웨이퍼 테스트 제품을 생산하고 있다.  네패스의 반도체 테스트(test) 사업 부문을 물적분할해 지난해 설립됐다. 애플리케이션 프로세서(AP), 무선 통신용 칩(RFIC) 등의 테스트를 담당하는 반도체 후공정 업체다.",'330860
신,켄코아에어로스페이스,28900 37050 28900 34250,"34,250",▲,"5,750","20.18","5,624,301","192,482","? 우주항공원소재?공급?부문?매출?축소와?여객기-화물기?개조사업?및?군용기?개조,?창정비를?포함한?항공?MRO?사업의?수익성?악화로?영업손실?확대 ? 스페이스X를 비롯해 보잉, 에어버스, 록히드마틴, NASA 등의 주요 고객사를 확보한 국내 유일 '티어 1' 자회사 켄코아USA에 밀려드는수주에 대비해 미국 현지에 추가 생산 공장 증설 ? 켄코아에어로스페이스의 강점은 단순한 부품 생산을 넘어, 미국 내 생산 거점과 원소재 공급 기지를 동시에 보유하고 있다는 점 ? 미국 자회사 CMSI는 티타늄과 니켈 합금 등 고부가가치 항공우주 소재를 취급",'274090
신,삼영전자,14600 17990 14460 16700,"16,700",▲,"2,760","19.80","1,636,169","27,731",,'005680
신,아비코전자,10800 13550 10800 12460,"12,460",▲,"2,030","19.46","3,555,234","45,834",,'036010
,코위버,9830 11860 9830 11260,"11,260",▲,"1,820","19.28","2,076,026","22,822",양자암호,'056360
신,기가비스,125000 145400 122600 142700,"142,700",▲,"22,900","19.12","421,371","58,500",인공지능(AI) 반도체 시장의 핵심 부품인 실리콘 브릿지(SiB) 관련 자동광학검사기(AOI) 장비 공급,'420770
,인텍플러스,36450 43250 36450 42500,"42,500",▲,"6,650","18.55","2,002,329","82,832","검사장비.배터리 핸들러 장비 176억4800만원 규모 공급계약  (24.04.08)[특징주] 인텍플러스, 美 인텔과 차세대 유리기판 검사장비 공동연구 개발소식에 ↑ 인텍플러스는 지난해 하반기부터 인텔 측과 유리기판 기반 반도체 모듈 관련 외관검사 장비를 공동으로 개발하기로 합의하고 현재 R&D(연구개발)를 진행하고 있다.",'064290
신,에이치브이엠,117400 144700 115800 135300,"135,300",▲,"22,300","19.73","1,594,915","214,254",첨단 금속으로 스페이스X 랠리에 ‘탑승’,'295310
,제닉스로보틱스,11900 14830 11600 13700,"13,700",▲,"2,030","17.40","5,436,595","74,854","'제닉스로보틱스 (ZENIX ROBOTICS) 반도체, 2차전지 등 첨단 산업의 스마트팩토리 구축을 위한 자동화 물류 시스템 및 산업용 로봇(AGV/AMR)을 전문적으로 개발, 공급하는 기업입니다.  반도체, 디스플레이, 2차전지, 자동차 등 다양한 제조 라인에 특화된 자동화 물류 시스템(AMHS) 솔루션을 제공합니다. 클린룸용 물류 로봇부터 일반 공장 환경의 무인운반차(AGV)와 자율이동로봇(AMR)을 모두 개발 및 생산하며 기술력을 인정받고 있습니다.  주요 내용:  스마트팩토리 솔루션: 제조 공정의 효율성을 극대화하는 자동화 물류 시스템을 구축하며, 삼성전자, 현대자동차 등 국내 대기업뿐만 아니라 해외 글로벌 기업에도 솔루션을 공급한 이력이 있습니다.  로봇 기술력: 레이저 유도 방식의 AGV를 국내 최초로 국산화했으며, SLAM(자율주행) 방식의 AMR 기술을 통해 지능형 공장 물류 시스템을 구축하고 있습니다.  정부 정책 및 산업 트렌드 수혜: 정부의 AI·로봇 산업 규제 완화 정책과 대기업들의 로봇 자동화 투자 확대 추세에 따라 시장의 주목을 받고 있습니다.   제닉스로보틱스, ‘세계 최초 AGV’로 삼성ㆍ현대차ㆍBOEㆍCSOT 라인 모두 진입 제닉스로보틱스는 세계 최초로 노광공정에 대응 가능한 ‘마스크 전용 AGV’를 개발해 상용화에 성공했다. 이 장비는 ±0.5mm 수준의 정밀 제어로 노광 장비에 투입되는 고가(高價) 마스크를 오차 없이 이송할 수 있으며, 기류 해석·파손 검출·파티클 억제 기술이 결합된 고정밀 시스템으로 평가된다. 제닉스로보틱스는 2010년부터 연구개발을 진행해 삼성디스플레이·CSOT·BOE 등 글로벌 3대 디스플레이 라인에 공급하는 성과를 냈다.제닉스로보틱스는 삼성전자 자회사인 세메스의 1차 협력사로 등록돼 있으며, 삼성전자 클린룸 내 특수용 스토커를 전량 공급하고 있다.  현대차 물류 자동화 제닉스…상장 첫날 40% 급등2025/03/31 08:53",'381620
경,에스에이엠티,16190 19950 15810 18170,"18,170",▲,"2,580","16.55","4,405,046","80,071",,'031330
증,아이씨티케이,28100 32600 28000 30800,"30,800",▲,"4,250","16.01","4,829,892","148,489",양자암호,'456010
신,프로이천,4215 4965 4215 4850,"4,850",▲,"655","15.61","10,959,105","51,466","'반도체검사장치제조 / OLED, LCD 검사장치 세계 최초로 프로브 블록 특허를 취득한 것으로 알려진 가운데 전기차 자율주행화에 따른 디스플레이 대형화 수혜가 전망되며 상승세",'321260
신,라온시큐어,12030 13660 11760 13220,"13,220",▲,"1,720","14.96","1,643,436","21,454","'삼성전자 공식 파트너 / 블록체인 기반 생체인증 / FIDO2 기반 지문·얼굴 인증 플랫폼, 모바일 ID·정부 사업",'042510
신,DB,2135 2450 2115 2400,"2,400",▲,"310","14.83","8,530,125","20,100",,'012030
증,센서뷰,3540 4145 3410 3975,"3,975",▲,"455","12.93","21,231,776","82,999",국내최조 RF케이블조립체,'321370
,,,"",,"","","","",,
