분,종목명,L일봉H,현재가,대비,,등락률,거래량,거래대금,메모,종목코드
신,로보스타,81500 97400 80100 92700,"92,700",▲,"15,000","19.31","4,292,339","385,108","로보스타, LG전자 로봇 사업 핵심 자회사로 정부 정책과 글로벌 투자에 힘입어 성장 기대감이 부각되는 종목입니다. 로보스타는 최대주주인 LG전자와의 시너지를 바탕으로 산업용 로봇 시장에서 입지를 다지고 있습니다. 정부의 로봇 산업 규제 완화 및 지원 정책, 그리고 글로벌 기업들의 대규모 로봇 공학 투자 소식 등이 주가에 긍정적인 영향을 미치는 주요 재료로 작용하고 있습니다.  최근 [특징주] 기사 및 주가 변동 2025년 10월 14일: 美 JP모건의 100억 달러 로봇 공학 투자 소식에 수혜주로 부각  이날 로보스타의 주가는 글로벌 투자 은행의 대규모 투자 소식에 산업용 로봇 기술력이 주목받으며 급등했습니다.  당일 종가: 62,900원 (전일 대비 +29.82%)  2025년 9월 18일: 정부의 로봇 규제 개선 및 '노란봉투법' 시행에 따른 수혜 기대감  정부의 로봇 산업 육성 정책과 더불어, 기업들의 신규 채용 부담을 줄이고 산업용 로봇 도입을 늘릴 것이라는 기대감이 반영되었습니다.  당일 종가: 44,150원 (전일 대비 +12.34%)  2025년 6월 23일: LG그룹의 로봇 사업 전략에 대한 주목  LG그룹이 대통령실 방문 등에서 로봇 사업을 강조하면서, 핵심 자회사인 로보스타가 수혜주로 시장의 주목을 받았습니다.  당일 종가: 30,800원 (전일 대비 +18.92%)  2025년 1월 9일: LG전자의 로봇 사업 지분 추가 검토 소식  최대주주인 LG전자가 로봇 사업에 대한 투자를 확대할 것이라는 기대감이 주가에 긍정적으로 작용했습니다.  당일 종가: 27,350원 (전일 대비 +13.02%)",'090360
신,삼성에스디에스,253000 321500 250500 307000,"307,000",▲,"58,500","23.54","7,822,374","2,305,489","'범정부 초거대AI 공통기반 구현’ 사업 계약체결 이번 ’범정부 초거대AI 공통기반 구현’ 사업은 삼성SDS, 엘지CNS, KT가 입찰에 참여해 5월 15일 공통분야와 ’AI 분야‘에 대한 전문평가로 각각 제안서 평가를 진행하고 그 결과를 합산하여 삼성SDS 컨소시엄을 우선협상대상자를 선정하고, 최종 계약을 체결했다.2025/06/23 22:21",'018260
신,두산,1680000 2012000 1679000 1956000,"1,956,000",▲,"296,000","17.83","318,891","600,563","(25.10.31)두산, 엔비디아와 '피지컬 AI' 전략 동맹…건설기계·로봇 기술 키운다 [특징주] 두산, 장중 101만원 터치…황제주 등극 양지환 대신증권 연구원은 “두산은 자체 사업을 통해 인공지능(AI)과 반도체 산업 호황 수혜를 직접 받을 것으로 예상한다”며 “자회사 두산에너빌리티와 두산로보틱스를 통해 글로벌 원전사업 확대와 휴머로이드 로봇 시장 성장의 수혜를 간접적으로 받을 것”이라고 분석했다.김장원 BNK투자증권 연구원은 “국내외 전방기업의 우수협력업체로 안정적 관계 형성을 유지하는 가운데 양적 확장 요구에 직면할 가능성이 크다”며 “수익 개선을 이끈 AI 가속기에 이어 반도체용 팩키지 동박적층판(CCL)도 실적 기여도가 높아질 전망”이라고 진단했다.  두산, 메모리 반도체 업사이클 수혜 전망 속 14%대 강세[특징주] 양승수 메리츠증권 연구원은 이날 보고서에서 “루빈(엔비디아의 차세대 AI 전용칩) 세대 진입과 함께 두산의 CCL 사업은 생산량(P)과 단가(Q) 양 측면에서 본격적인 추가 성장이 예상된다”며 “두산은 경쟁사인 EMC와 기술적으로 차별화된 강점을 바탕으로 컴퓨팅 트레이 부문에서 안정적인 시장 점유율을 유지할 것”이라고 분석했다.양 연구원은 이어 “AI 반도체용 ASIC 부문도 아마존의 트레이니엄3(Trainium3) 출시를 계기로 랙 단위 제품 출하가 확대될 전망”이라며 “두산의 기술력이 한층 더 주목받을 것”이라고 강조했다.  1. 구글 TPU용 CCL 공급 가능성 배경: 두산그룹의 **전자BG(Business Group)**는 AI 가속기(GPU, ASIC 등)에 사용되는 고품질 CCL을 생산함 요약함. CCL은 PCB(인쇄 회로 기판)의 핵심 소재로, AI 칩의 성능과 직결됨 요약함.  잠재적 협력: 현재 구글의 **TPU(Tensor Processing Unit)**에 들어가는 CCL을 다른 업체에서 공급하고 있으나, 품질 문제 등으로 인해 공급사가 변경될 가능성이 언급됨 요약함.  전망: ㈜두산 전자BG는 구글의 품질 인증을 통과하면 2026년 상반기부터 구글 TPU용 CCL 양산에 들어갈 것으로 관측된다는 보도가 있음 요약함. 이는 두산이 구글의 TPU 공급망에 진입하게 되는 것을 의미함 요약함.  2. 엔비디아(GPU) 및 기타 빅테크와의 협력 강화 두산은 구글의 경쟁 상대인 **NVIDIA(GPU)**에 CCL을 독점적으로 공급하거나 그 비중을 크게 늘리며 AI 반도체 소재 분야에서 입지를 확고히 하고 있음 요약함.  또한, 아마존 등 다른 글로벌 빅테크 기업들이 개발하는 **ASIC(Application-Specific Integrated Circuit, 구글의 TPU와 같은 맞춤형 AI 칩)**에도 CCL을 공급할 가능성이 제기됨 요약함.",'000150
증,씨이랩,9570 11810 9430 10730,"10,730",▲,"1,640","18.04","3,442,859","38,109","인공지능(AI) 영상분석 서비스 전문기업으로, 엔비디아의 소프트웨어(SW) 파트너사다.",'189330
펀,SOL 한국AI소프트웨어,11685 13400 11605 13145,"13,145",▲,"2,005","18.00","2,252,376","28,887",,'0105D0
주,나무기술,7530 8940 7530 8780,"8,780",▲,"1,290","17.22","16,540,298","141,276","0. 사업 내용 나무기술은 가상화 및 클라우드 솔루션 전문 기업으로, 클라우드 플랫폼 '칵테일 클라우드(Cocktail Cloud)'를 통해 기업의 디지털 전환을 지원합니다. 주요 사업으로 망분리, 스마트워크 솔루션 및 프라이빗 클라우드 구축을 영위하며, 최근에는 AI 수요 확대에 발맞춰 AI 에이전트 플랫폼 및 인프라 고도화 사업으로 영역을 확장하고 있습니다.  1. 한 문장 요약 ""AI 매출 본격화와 2025년 영업이익 흑자전환 달성 및 금융 IT 인프라 수주 호재로 주가 급등세 기록""  2. 추가 중요 내용 실적 턴어라운드: 2025년 연결 기준 영업이익 약 22.5억 원을 기록하며 전년 대비 흑자전환에 성공했습니다. 이는 가상화 및 클라우드, 스마트팩토리 부문의 매출 증가가 주요 원인입니다.  AI 및 클라우드 성장성: 디지털 전환(DX) 가속화와 인공지능 수요 급증에 따라 '나무 에이전트 플랫폼' 개발 등 AI 관련 신규 매출 기대감이 시장에 반영되고 있습니다.  금융 IT 인프라 수주: 대형 금융권 IT 인프라 수주 등 기술력을 인정받으며 클라우드 가상화 기업으로서의 가치가 재평가받고 있습니다.  자회사 상장 모멘텀: 자회사 '에스케이팩'의 상장 추진을 통해 기업 가치 제고를 노리고 있으며, 주주 환원 가능성도 열어두고 있습니다.",'242040
신,NAVER,209500 247500 209500 240000,"240,000",▲,"35,000","17.07","16,159,658","3,767,997","[단독]업비트 ‘두나무’, 네이버파이낸셜과 포괄적 주식교환 추진… 네이버 계열사 편입 전망 네이버, 업비트 운영사 '두나무' 네이버파이낸셜 자회사 편입 추진 네이버의 핀테크 자회사 네이버파이낸셜은 두나무를 완전 자회사로 편입하기 위한 포괄적 주식교환을 진행할 방침이다. 포괄적 주식교환은 두 기업이 주식 교환 계약을 체결해 한 회사가 다른 회사의 모든 주식을 취득하고 그 대가로 모회사가 될 회사의 주식을 내주는 방식이다.합병과 달리 자회사가 되는 회사는 법인이 해산되지 않고 완전 자회사 형태로 존속한다. 현재 네이버파이낸셜의 최대주주는 지분 약 75%(전환우선주 포함)를 보유한 네이버며 나머지 지분은 미래에셋금융그룹 계열사가 보유하고 있다.시장에서는 두나무의 기업가치가 네이버파이낸셜보다 크다는 평가가 우세하다. 이에 따라 네이버파이낸셜이 발행해야 할 신주 규모도 상당할 것으로 예상된다. 주식교환이 마무리되면 네이버는 국내 최대 가상자산 거래소와 간편결제 서비스를 동시에 보유하게 되며 두나무는 지배구조 투명성 논란 등 기존 리스크를 해소하고 미래 금융 인프라 구축 등 신사업에 집중할 수 있을 것으로 보인다.네이버 관계자는 ""양사는 스테이블 코인, 비상장주식 거래 외에도 주식 교환을 포함한 다양한 협력을 논의하고 있으나 추가적인 협력사항이나 방식에 대해서는 확정된 바 없다""고 밝혔다.",'035420
신,신세계 I&C,15220 17680 14800 16910,"16,910",▲,"1,830","12.14","1,136,470","18,897","'정용진이 트럼프주니어랑 대면 미팅을 진행했다는 소식에 클라우드, 데이터센터가 부각받지 않을까 하는 기대감으로 상승함.2024/12/23 21:14",'035510
증,노타,36000 43900 31200 37150,"37,150",▲,"2,550","7.37","13,277,069","502,535","(25.05.23)'엔비디아 파트너' 노타, 상장 예심 청구…AI 최적화 기업 최초 노타의 핵심 경쟁력은 독자적인 AI 모델 최적화 플랫폼 ‘넷츠프레소(NetsPresso®)’와 온디바이스 생성형 AI 솔루션에 있다. 넷츠프레소는 자원이 제한된 엣지 디바이스 환경에서도 고성능 AI 모델을 빠르고 효율적으로 구동할 수 있도록 지원하며, 복잡한 모델 최적화·배포 과정을 자동화해 고객사의 AI 개발과 운영 비용을 획기적으로 절감한다.현재 노타는 엔비디아, 퀄컴, 삼성전자, Arm, Sony 등 글로벌 반도체 선도기업들과 전략적 파트너십을 맺고 지속적인 기술 협력을 하고 있으며, 포춘 글로벌 500대 기업들을 주요 고객사로 확보하고 있다.또한 노타는 최신 생성형 AI 기술을 온디바이스 환경에 적용한 영상관제 솔루션 ‘노타 비전에이전트(NVA)’를 통해 산업안전, 교통, 리테일, 선별관제 등 다양한 산업에서의 실질적 상용화 성과도 축적하고 있다. 특히, 최근 UAE 두바이 교통국과 국내 기업 최초로 솔루션 공급 계약을 체결하며 기술력뿐 아니라 수익성과 글로벌 확장 가능성까지 입증했다.",'486990
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
