분,종목명,L일봉H,현재가,대비,,등락률,거래량,거래대금,메모,종목코드
신,심텍,127900 151900 123300 149900,"149,900",▲,"25,600","20.60","2,658,018","377,399","심텍, AI 시대 차세대 메모리 SoCAMM 시장 선점 심텍은 AI 서버 시장의 게임 체인저로 부상한 차세대 메모리 모듈 'SoCAMM' 기판 시장에서 독점적인 지위를 확보하며 성장이 기대되는 반도체 기판 전문 기업입니다.  주요 재료 상세 분석:  SoCAMM (차세대 메모리 모듈) 독점 공급: HBM의 높은 비용과 전력 소모를 보완할 대안으로 엔비디아, 인텔 등이 주도하는 새로운 메모리 규격 'SoCAMM' 시장에서 핵심 공급사로 자리매김했습니다. 특히 삼성전자, SK하이닉스, 마이크론 등 글로벌 메모리 3사 모두에게 1차 공급사(First Vendor)로 선정된 유일한 기업으로, 올해 4분기부터 본격적인 양산 및 출하가 예상되어 가장 강력한 성장 동력으로 꼽힙니다.  반도체 업황 회복 및 낸드(NAND) 실적 개선: AI 데이터센터 확산에 따라 대용량 저장장치인 QLC SSD 수요가 증가하면서, 부진했던 낸드(NAND)향 패키징 기판 사업이 본격적인 회복세에 접어들었습니다. 이는 공장 가동률 상승과 함께 하반기 이익률 개선을 이끌 것으로 기대됩니다.  기존 사업의 견고함: 전통적인 캐시카우인 DDR5, GDDR7 등 메모리 모듈 기판과 고부가가치 서브스트레이트 기판 사업에서도 글로벌 최상위권의 경쟁력을 유지하며 안정적인 실적 기반을 갖추고 있습니다.",'222800
,피에스케이홀딩스,138700 165700 135900 160800,"160,800",▲,"26,100","19.38","719,224","112,114","sk 하이닉스 상승할때, 같이 상승한다.   HBM 시장 성장의 핵심 수혜주, 후공정 장비 수요 증가  피에스케이홀딩스는 인공지능(AI) 시장 개화에 따른 고대역폭메모리(HBM) 수요 급증의 직접적인 수혜를 받는 반도체 후공정 장비 기업입니다. HBM 생산에 필수적인 장비를 공급하며 실적 성장 기대감이 높습니다.  주요 재료 및 상세 내용  HBM 및 첨단 패키징 시장 확대: AI 반도체에 필수적인 HBM은 여러 개의 D램을 수직으로 쌓아 만듭니다. 이 과정에서 피에스케이홀딩스의 리플로우(Reflow) 장비와 디스컴(Descum) 장비 등 후공정 패키징 장비의 중요성이 크게 부각되고 있습니다. HBM의 단수가 높아지고(고단화), CoWoS와 같은 첨단 패키징 기술 투자가 확대될수록 동사의 장비 수요는 구조적으로 증가할 가능성이 높습니다.  견고한 실적 및 재무 안정성: 증권가에서는 피에스케이홀딩스가 2024년 4분기부터 본격적인 실적 개선을 이룰 것으로 전망하고 있습니다. HBM 테마 내에서도 재무적 성장성과 안정성, 수익성이 모두 높은 편으로 평가받고 있어 투자 매력도가 높은 것으로 분석됩니다.  고객사 다변화 및 투자 확대: 주요 종합반도체기업(IDM)과 후공정 외주업체(OSAT) 모두를 고객사로 확보하고 있으며, 이들 기업의 HBM 관련 설비 투자가 본격화됨에 따라 지속적인 수혜가 예상됩니다.  최근 [특징주] 기사  2025년 9월 18일: HBM(고대역폭메모리) 테마 상승세에 부각되며 7.9% 상승 마감.  기사 제목: [특징주, 피에스케이홀딩스-HBM(고대역폭메모리) 테마 상승세에 7.9% ↑ - 매일경제]",'031980
증,스피어,21100 24600 20500 24100,"24,100",▲,"3,750","18.43","4,331,900","101,279",'2024/10/15 20:57 AI 헬스케어 국책,'347700
신,테스,184900 214500 183200 211000,"211,000",▲,"31,300","17.42","1,475,218","301,824","'sic전력반도체용 핵심 장비   [특징주] 테스 급등, “유럽·일본 독점 깼다” SiC 전력반도체용 핵심 장비 첫 국산화 성공 11일 테스는 SiC 전력반도체의 필수 공정인 에피택시 성장을 위한 고온 화학기상증착(HTCVD) 장비 '트리온(TRION)'을 상용화하고, 본격 양산 출시에 들어간다고 밝혔다. TRION은 SiC 웨이퍼 표면에 고온에서 결정 구조를 정밀하게 쌓아주는 에피 공정 전용 장비로 두께와 도핑 농도(불순물 투입)를 정밀하게 제어할 수 있는 것이 강점이다. 실리콘카바이드 전력반도체 핵심 공정 장비는 지금까지 유럽과 일본 업체들이 사실상 독점해온 고난도 분야로, 국내 기업이 국산화에 성공한 것은 이번이 처음이다. 테스는 이 장비를 오는 14일 부산 벡스코에서 열리는 세계 최대 탄화규소 학술대회 ICSCRM 2025에서 공개할 예정이다.  ""테스, DRAM 신규 투자 본격화 기대"" - CTT 리서치 ""테스는 웨이퍼 후면 박막 증착 장비인 BSD PECVD를 상반기부터 SK하이닉스으로 공급했으며, 현재 낸드 및 파운드리 고객사와 품질 테스트를 진행 중이다""고 전했다. 이어 ""이르면 연내 테스트를 마치고 양산 매출이 발생할 수 있을 것으로 기대된다""고 덧붙였다. Low-K PECVD 장비 역시 4분기부터 매출 반영이 시작돼 신규 장비 기여도가 확대될 것으로 전망했다. CTT리서치는 ""신규 장비(BSD 및 Low-K)의 매출 증가와 해외 고객사 매출 증가로 영업이익률(OPM)이 점진적으로 높아지고 있다""며 ""12개월 선행 주가수익비율(PER) 9.6배 수준은 저평가 구간으로 판단된다""고 진단했다.  테스, SK하이닉스·삼성전자 투자 확대 수혜 기대 - 한화투자증권 4분기부터는 SK하이닉스 M15X 투자가 본격화되고 삼성전자 P4 투자 효과가 지속되면서 매출액 891억 원, 영업이익 192억 원으로 각각 전분기대비 21%, 90% 증가하며 실적이 크게 개선될 것으로 기대된다. 특히 SK하이닉스향 수주가 최근 두 차례에 걸쳐 총 343억 원 규모로 공시되며 투자 확대에 대한 기대감을 높이고 있다. 한화투자증권은 테스가 주요 고객사의 투자 확대와 신규 장비 매출 기여로 2024년 4분기부터 강력한 이익 성장 구간에 진입했으며, 이 추세가 2026년까지 이어질 것으로 전망한다. (25.09.12)[특징주] 테스 급등, “유럽·일본 독점 깼다” SiC 전력반도체용 핵심 장비 첫 국산화 성공 11일 테스는 SiC 전력반도체의 필수 공정인 에피택시 성장을 위한 고온 화학기상증착(HTCVD) 장비 '트리온(TRION)'을 상용화하고, 본격 양산 출시에 들어간다고 밝혔다. TRION은 SiC 웨이퍼 표면에 고온에서 결정 구조를 정밀하게 쌓아주는 에피 공정 전용 장비로 두께와 도핑 농도(불순물 투입)를 정밀하게 제어할 수 있는 것이 강점이다. 실리콘카바이드 전력반도체 핵심 공정 장비는 지금까지 유럽과 일본 업체들이 사실상 독점해온 고난도 분야로, 국내 기업이 국산화에 성공한 것은 이번이 처음이다. 테스는 이 장비를 오는 14일 부산 벡스코에서 열리는 세계 최대 탄화규소 학술대회 ICSCRM 2025에서 공개할 예정이다.2025/09/15 17:35",'095610
신,대덕전자,132600 158100 131500 153600,"153,600",▲,"21,500","16.28","1,587,970","235,156","'메모리 품귀' 삼성·SK하닉 2027년 월 110만장 증산…""그래도 부족"" 대덕전자, 가파른 실적 성장세 기반 주가 상승 국면…목표가 76.5%↑-메리츠 대덕전자, AI 메모리 수혜 본격화…목표가 47%↑-iM 고의영 iM증권 연구원은 “AI 수요가 학습에서 추론으로 확대되면서 일반 서버 수요를 자극하고 있으며, SoCAMM·CPX용 LPDDR·GDDR도 HBM과 마찬가지로 AI 메모리로 편입되고 있다”고 말했다. 이어 “이로 인해 대덕전자의 전체 매출 중 50~60%를 차지하는 메모리 기판 부문이 새로운 성장 동력으로 부상했다”고 분석했다.또한 “9월 이후 기판 업체들의 판가 협상력이 개선되면서 대덕전자 역시 3분기 BT 기판 판가 인상을 단행한 것으로 파악된다”며 “신규 제품에 대해서는 4분기에도 추가 인상 가능성이 있다”고 덧붙였다.  (25.04.10)대덕전자, 美 반도체 AMD향 AI MLB 양산…수주 초읽기 대덕전자는 지난달부터 AMD AI 가속기에 탑재되는 MLB를 소량 출하하기 시작했으며, 현재는 고객사의 발주서(PO)를 기다리고 있다. 당초 지난해 12월부터 공급이 시작될 예정이었지만, 일정이 일부 지연된 것으로 알려졌다.고객사 AMD는 지난해 10월 차세대 AI 가속기 'MI325X'를 공개하고, 지난 1월부터 출하를 시작했다. 이 제품은 엔비디아의 차세대 칩 '블랙웰'을 겨냥한 것으로, 대덕전자의 MLB가 해당 모델에 적용될 것이라는 관측이 나온다.  AI 가속기 및 온디바이스 AI 시장 개화의 핵심 기판 수혜주  메모리 반도체 기판의 강자에서 AI 가속기용 FC-BGA(플립칩 볼그리드어레이) 등 고부가 비메모리 기판으로 사업을 확장하며 본격적인 실적 턴어라운드가 기대되는 기업입니다.  주요 재료 및 상세 내용  AI 반도체용 기판 사업: 메모리 재고 이슈가 해소되고, 3분기부터 AI 가속기용 기판의 양산 매출이 본격화될 전망입니다. 관련 CAPA(생산능력)를 2배 이상 증설하며 시장 수요에 적극적으로 대응하고 있습니다.  온디바이스 AI 테마: 스마트폰 등 IT 기기에 AI가 직접 탑재되는 '온디바이스 AI' 시장이 열리면서 관련 반도체 패키지 기판의 수요 증가가 예상됩니다.  실적 턴어라운드: 2년간의 적자를 야기했던 메모리 재고 이슈가 일단락되면서 2025년 하반기부터 본격적인 매출 성장과 이익 개선이 전망됩니다.  최근 [특징주] 기사  2025년 10월 1일: 온디바이스 AI 테마가 시장에서 부각되며 7.08% 상승 마감.  기사 제목: 특징주, 대덕전자-온디바이스 AI 테마 상승세에 7.08% ↑ - 매일경제",'353200
,삼화콘덴서,138000 161600 135500 153700,"153,700",▲,"20,700","15.56","2,770,975","414,156","MLCC 업황 개선과 우량한 재무구조를 겸비한 강소기업  전력용 콘덴서(진상용 콘덴서)와 MLCC를 주력으로 생산하는 기업으로, MLCC 테마 상승과 함께 테마 내에서 돋보이는 재무 안정성을 바탕으로 주목받고 있습니다.  주요 재료 및 상세 내용  MLCC 업황 회복: IT 기기 수요 회복과 전장용 MLCC 시장 성장에 따라 관련 매출 증대가 기대됩니다.  독보적인 기술력: 주력 사업인 진상용 콘덴서 분야에서 50년 이상의 업력을 바탕으로 국내 시장점유율 1위를 유지하며 안정적인 캐시카우 역할을 하고 있습니다.  우수한 재무 안정성: MLCC 테마 내 타 기업들과 비교하여 성장성, 안정성, 수익성 점수가 모두 높아 투자 매력도가 높은 것으로 평가받고 있습니다.  최근 [특징주] 기사  2025년 9월 22일: MLCC 테마가 시장에서 강세를 보이면서 동반 상승하여 6.66% 상승 마감.  기사 제목: 특징주, 삼화콘덴서-MLCC 테마 상승세에 6.66% ↑ - 매일경제",'001820
신,시노펙스,5210 6350 5130 6010,"6,010",▲,"800","15.36","12,623,595","75,230",혈액여과기,'025320
신,주성엔지니어링,180900 206000 171800 201000,"201,000",▲,"24,400","13.82","3,312,537","641,723","원자층 증착(ALD)와 플라즈마 화학기상증착(PECVD) 장비를 주력으로 하는 반도체·디스플레이 장비 업체로, 메모리 공정 미세화와 적층 고도화가 진행될수록 수혜가 확대되는 사업 구조를 갖추고 있다. 특히 디램(DRAM)과 낸드(NAND) 모두에서 공정 난도가 높아지며 증착 공정 비중이 확대되고 있다는 점이 긍정적으로 평가됐다.밸류에이션 측면에서도 저평가 구간에 있다는 판단이다. 한국IR협의회는 주성엔지니어링의 현재 주가가 업황 회복 가능성과 기술 경쟁력을 충분히 반영하지 못하고 있다며, 메모리 투자 사이클이 본격적으로 회복 국면에 진입할 경우 밸류에이션 재평가 여지가 크다고 분석했다.",'036930
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
