분,종목명,L일봉H,현재가,대비,,등락률,거래량,거래대금,메모,종목코드
신,샘씨엔에스,11730 13780 11730 13560,"13,560",▲,"2,180","19.16","1,270,259","16,745","'반도체 검사장비 주 / 세라믹 STF 국산화  샘씨엔에스 는 2007년 삼성전기의 프로브카드용 세라믹기판 사업부에서 출발해 삼성전자의 프로브카드의 전략적인 세라믹STF 공급업체로 사업을 지속하고 있다  프로브카드는 반도체 칩과 테스트 장비를 연결하는 검사 장비 부속품이다. 세라믹 STF는 프로브카드의 핵심 부품 가운데 하나다. 프로브카드용 세라믹 STF는 국내 프로브카드 제조업체 4개사와 해외 제조업체 1개사에 제품을 공급하고 있다.  샘씨엔에스는 AI 개발 경쟁이 치열해지면서 HBM 수요가 급증할 것으로 전망한다. 최근 설비투자가 큰 폭으로 확대되고 있는 4세대(HBM3), 5세대(HBM3E) 시장에 이어 차세대 제품인 6세대(HBM4) 제품까지 HBM 시장은 큰 폭의 시장 확대가 이어질 것으로 예상한다.   샘씨엔에스, 엔디비아 마이크론 DDR7 탑재..D램용 '세라믹 STF' 마이크론 납품 부각↑ [특징주]",'252990
신,피에스케이홀딩스,109800 129800 108500 124600,"124,600",▲,"19,600","18.67","548,524","67,154","sk 하이닉스 상승할때, 같이 상승한다.   HBM 시장 성장의 핵심 수혜주, 후공정 장비 수요 증가  피에스케이홀딩스는 인공지능(AI) 시장 개화에 따른 고대역폭메모리(HBM) 수요 급증의 직접적인 수혜를 받는 반도체 후공정 장비 기업입니다. HBM 생산에 필수적인 장비를 공급하며 실적 성장 기대감이 높습니다.  주요 재료 및 상세 내용  HBM 및 첨단 패키징 시장 확대: AI 반도체에 필수적인 HBM은 여러 개의 D램을 수직으로 쌓아 만듭니다. 이 과정에서 피에스케이홀딩스의 리플로우(Reflow) 장비와 디스컴(Descum) 장비 등 후공정 패키징 장비의 중요성이 크게 부각되고 있습니다. HBM의 단수가 높아지고(고단화), CoWoS와 같은 첨단 패키징 기술 투자가 확대될수록 동사의 장비 수요는 구조적으로 증가할 가능성이 높습니다.  견고한 실적 및 재무 안정성: 증권가에서는 피에스케이홀딩스가 2024년 4분기부터 본격적인 실적 개선을 이룰 것으로 전망하고 있습니다. HBM 테마 내에서도 재무적 성장성과 안정성, 수익성이 모두 높은 편으로 평가받고 있어 투자 매력도가 높은 것으로 분석됩니다.  고객사 다변화 및 투자 확대: 주요 종합반도체기업(IDM)과 후공정 외주업체(OSAT) 모두를 고객사로 확보하고 있으며, 이들 기업의 HBM 관련 설비 투자가 본격화됨에 따라 지속적인 수혜가 예상됩니다.  최근 [특징주] 기사  2025년 9월 18일: HBM(고대역폭메모리) 테마 상승세에 부각되며 7.9% 상승 마감.  기사 제목: [특징주, 피에스케이홀딩스-HBM(고대역폭메모리) 테마 상승세에 7.9% ↑ - 매일경제]",'031980
,삼성전기우,568000 644000 558000 643000,"643,000",▲,"102,000","18.85","105,600","64,046",,'009155
신,리노공업,88700 101500 87500 98300,"98,300",▲,"13,200","15.51","2,084,960","204,683",반도체 테스트 소켓 업체 2분기 실적 상향…리노공업 탑픽",'058470
신,원익홀딩스,21900 25300 21900 25100,"25,100",▲,"3,400","15.67","1,079,490","25,714",'반도체 가스공급장치 / 자회사 원익로보틱스 메타협업,'030530
경,티에스이,193100 224500 191000 213500,"213,500",▲,"28,400","15.34","86,718","18,297","티에스이, 프로브카드 성장 본격화…밸류 매력 충분-신한 오강호 신한투자증권 연구원은 “프로브카드 매출액이 추정치 대비 37% 상회했다”며 “주요 고객사 수주 증가가 핵심이며 반도체 부문 주요 제품 실적 개선을 확인한 점에 주목한다”고 설명했다. 이어 “제품 경쟁력 입증과 동시에 밸류에이션 매력도 충분한 업체로 주가 우상향 뷰를 유지한다”고 했다.신한은 “프로브카드 성장 확인은 제품 포트폴리오 확대를 뜻하며 업황 개선에 따라 수주 확대가 전망된다”며 “2026년 프로브카드 매출액은 23% 증가할 것”이라고 진단했다.  (25.11.02)티에스이, 인터페이스 보드 고성장 기대…디램 프로브카드 모멘텀도 티에스이 관계자는 인터페이스 보드에 대해 “국내에선 삼성, SK하이닉스도 공급하고 있고 해외의 경우 AMD, 인텔, 샌디스크, 웨스턴디지털 등 글로벌로 다 납품하고 있다”고 말했다. 회사에 따르면 지속적인 거래 관계에 더해 공급 물량이 늘어나고 있다.정홍식 LS증권 연구원은 “특히 AMD로 공급되는 비메모리 보드 성장이 부각되고 있어 긍정적”이라고 평가했다.정 연구원은 “티에스이는 중국 CXMT로 디램 프로브카드를 공급하고 있고, 내년 상반기 삼성으로 디램(HBM 포함) 프로브카드 공급 기대감이 높은 상황”이라고 전망했다.  프로브카드, 테스트소켓, 인터페이스보드 제조업체",'131290
증,코오롱티슈진,90000 104800 90000 102900,"102,900",▲,"13,600","15.23","512,188","50,938","""코오롱티슈진, TG-C 가치 8.3조 추정"" 한국투자증권은 12일 코오롱티슈진에 대해 골관절염 세포·유전자 치료제 'TG-C' 가치가 8조3000억원에 달한다고 분석했다. 그는 ""2041년 적격 환자의 8% 즉 40만명에 처방될 경우 매출액은 13조원, 순이익은 7조2000억원에 달할 것""이라고 강조했다. 위 연구원은 ""내년 6~7월 임상 3상 결과 발표가 주요 상승 동력""이라며 ""환자 수가 많고, 경쟁약 없는 미국 OA 신약 시장에서 성공 가능성이 큰 임상 3상 중""이라고 분석했다. 이어 ""시가총액은 3조8000억원에 불과하다""며 ""TG-C가 미국 시장에서 의미 있는 초기 점유율 0.5%를 달성할 시점은 2030년""이라고 내다봤다.",'950160
신,미래에셋생명,20700 25750 19510 24850,"24,850",▲,"3,850","18.33","19,475,386","461,235",,'085620
신,미래에셋벤처투자,38300 44250 38300 43700,"43,700",▲,"5,550","14.55","2,764,739","116,708",스페이스 X 지분 보유,'100790
증,오름테라퓨틱,53700 65000 53000 62200,"62,200",▲,"7,300","13.30","396,628","24,008","(25.10.31)[단독]세계적 기술력 인정받은 오름테라퓨틱, 글로벌 4대 콘퍼런스 국내 유일 초청 UBS 헬스케어 콘퍼런스는 UBS의 선택을 받아야지만 참여할 수 있다. 특히 글로벌 기업들의 요청과 니즈가 높은 기업 중 유망 기술 바이오텍이 초청받는 것으로 알려져 오름테라퓨틱의 이번 참가는 매우 큰 의미가 있다는 평가다.오름테라퓨틱은 세계 최초로 DAC 치료제 임상에 진입했다. 대표적인 파이프라인이 혈액암 치료제로 개발되고 있는 ORM-6151이다. 현재 미국 임상 1상을 진행 중인데, DAC 치료제로서 임상에 진입한 것은 ORM-6151이 유일하다.   (25.09.17)오름테라퓨틱 ""TP53 변이까지 겨냥…혈액암 전반 공략하는 DAC 신약 개발"" [KIW 2025] 회사는 DAC로 ORM-6151를 개발했다. 급성골수성백혈병(AML)에서 많이 발현되는 CD33을 겨냥한다. 현재 세계에서 유일하게 임상 중인 DAC 신약 후보물질이다. 비임상 결과 초저농도에서도 세포 사멸을 유도했으며, 화이자의 기존 ADC ‘마일로탁’ 대비 안전성 우위를 확보했다. 이 물질은 미국 BMS에 기술이전돼 AML 환자를 대상으로 초기 임상을 진행 중이다.혈액암 전반을 겨냥한 신약도 개발 중이다. ORM-1153은 세포 생존에 필수적인 단백질 GSPT1을 분해하는 DAC다. 비임상에서 TP53 변이에서도 효과를 보였으며 기존 TPD 대비 안전성도 높았다. 이 대표는 “ORM-1153은 다수 혈액암 적응증으로 확장이 가능한 자산”이라며 “올해 11월 공개되는 미국혈액학회(ASH) 초록 및 학회장에서 구체적인 비임상 데이터를 확인할 수 있을 것”이라고 덧붙였다.  세계최초 DAC",'475830
신,알테오젠,296000 340000 287500 326000,"326,000",▲,"36,500","12.61","1,188,295","380,044","(25.10.21)알테오젠, 올해 기술료 수확 2건 더 남았다 알테오젠이 올해 남은 기간 두 건의 기술료(단계별 마일스톤)를 추가 확보할 것으로 전망된다. 이에 알테오젠은 올해에만 800억원 가량의 기술료를 수령할 것으로 예상된다.알테오젠에 따르면 내달 중 유럽에서 머크(MSD)의 항암제 ‘키트루다’ 피하주사(SC) 제형 제품 ‘키트루다 큐렉스’의 허가에 이어 올해 안으로 인도 제약바이오 기업 인타스가 개발 중인 SC제형 제품 품목허가가 예상되면서 두 건의 추가 기술료 확보 가능성이 있다.업계에서는 2030년 키트루다 연 매출이 최대 422억7000만달러( 60조5170억원)로 추정한다. 어림잡아 계산했을 때 키트루다SC를 통한 로열티 규모만 연간 1조원을 넘어서는 셈이다. 이밖에도 알테오젠은 키트루다 큐렉스 일정 판매 금액 돌파 등 일정 조건 도달시 남은 기술료 1조4000억원을 수령한다.이어 인타스와 계약에서 판매 로열티는 최대 두 자릿수의 %로 설정돼 있다.  (25.09.20)알테오젠, 키트루다SC 美 FDA 허가…로열티 수익 1조 시대 ‘성큼’ 알테오젠은 파트너사 MSD(머크)가 미국 식품의약국(FDA)으로부터 키트루다 피하주사(SC) 제형 ‘키트루다 큐렉스(KEYTRUDA QLEXTM)’의 품목허가를 획득했다고 20일 밝혔다. 키트루다 큐렉스는 알테오젠의 SC 제형 전환 플랫폼 ‘ALT-B4’ 기술이 적용된 최초의 제품이다. ALT-B4는 인간 히알루로니다제 기술을 활용해 정맥주사(IV) 제형의 바이오의약품을 SC 제형으로 전환해주는 제품이다. 키트루다 큐렉스는 흑색종, 비소세포폐암, 두경부암, 요로상피암, 위암, 자궁경부암, 담도암 등 암종에서 38개 적응증 허가를 받아 기존 IV 제형 키트루다의 적응증을 대부분 확보했다.",'196170
신,현대백화점,148600 180000 145400 165000,"165,000",▲,"16,400","11.04","473,520","78,984",,'069960
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
