분,종목명,L일봉H,현재가,대비,,등락률,거래량,거래대금,메모,종목코드
신,이오테크닉스,540000 625000 480500 580000,"580,000",▲,"76,000","15.08","988,067","555,113","'[M5 레이저 장비 공급 이야기 있음.]  삼성전자에 레이저 어닐링 장비를 공급  후공정/레이져커팅  HBM 시장의 숨은 강자, 독보적인 레이저 어닐링 기술력  이오테크닉스는 반도체 레이저 마커 및 응용기기 분야에서 세계적인 경쟁력을 갖춘 기업입니다. 특히 HBM(고대역폭메모리) 생산의 핵심 공정에 필요한 장비를 공급하며 시장의 주목을 받고 있습니다.  주요 재료 및 상세 내용  HBM 공정 핵심 장비 공급: HBM 생산 과정에서 웨이퍼의 휨 현상을 방지하고 미세 회로를 구현하는 데 필요한 레이저 어닐링(Laser Annealing) 및 그루빙(Grooving) 장비를 공급합니다. AI 시장 성장에 따른 HBM 캐파(생산능력) 증설의 직접적인 수혜가 예상됩니다.  높은 시장 지배력: 주력 제품인 반도체 레이저 마커는 국내 시장의 95% 이상을 점유하는 등 압도적인 기술력과 시장 지배력을 보유하고 있어 안정적인 실적 창출이 가능합니다.  실적 성장세: 고수익성 반도체 장비 비중이 확대되면서 2025년 2분기 호실적을 기록하는 등 뚜렷한 실적 개선 추세를 보이고 있습니다.  최근 [특징주] 기사  2025년 9월 18일: HBM(고대역폭메모리) 테마가 시장에서 강세를 보이면서 동반 상승하여 6.56% 상승 마감.  기사 제목: 특징주, 이오테크닉스-HBM(고대역폭메모리) 테마 상승세에 6.56% ↑ - 매일경제",'039030
신,ISC,196000 247500 196000 224500,"224,500",▲,"34,000","17.85","1,758,157","405,835",'반도체 테스트용 러버소켓/SKC 계열사/,'095340
신,뉴파워프라즈마,8690 10490 8510 10050,"10,050",▲,"1,720","20.65","1,722,535","16,741",반도체 전공정 플라즈마 처리기술,'144960
신,후성,16800 20200 16300 18400,"18,400",▲,"2,630","16.68","41,363,436","773,308","전해질염 LiPF6를 국내 유일하게 생산하고 있는 기업이다. LiPF6은 제조와 취급의 위험성, 제조 공정의 까다로운 반응 조건, 금속 성분 및 수의 관리에 있어 고도화된 정제 기술 노하우가 필요하다. 현재 후성은 국내 울산공장과 중국 공장에서 생산을 하고 있다.  (24.09.12)[클릭 e종목]""후성, 2026년 실적 개선 전망"" 후성은 2차전지 전해액염 중에서 LiPF6(육불화인산리튬)를 국내에서 유일하게 생산하고 있으며, LiBF4 등 전해질 첨가제도 제조 및 판매하고 있다. 주요 제품은 국내 울산공장과 중국공장에서 생산하고 있다. (23.07.03)후성, ‘반도체→이차전지’ 다각화 속도…높아진 투자 부담[소부장 슈퍼을] 후성은 불화수소(HF) 기술을 바탕으로 국내 반도체용 특수가스 시장을 원익머트리얼즈, SK스페셜티 등 일부 기업과 과점하고 있다. 반도체용 특수가스 시장이 공정 미세화 흐름에 더해 주요 고객사인 삼성전자, SK하이닉스의 투자 확대 흐름을 타고 성장하는 가운데 후성은 고도의 신뢰도와 품질수준을 갖춘 제품을 앞세워 공급망 내 높은 점유율을 지켜왔다.후성의 대표 제품은 육불화부타디안(C4F6)과 육불화텅스텐(WF6)이다. C4F6를 비롯한 불화탄소(CF)계 가스는 주로 반도체 식각(에칭)공정에 사용되는데, 다른 가스와 비교해 수익성은 낮지만, 전체 공정 가스 중 90%를 차지할 정도로 사용빈도가 높다.  (25.09.15)[특징주] 후성, “냉매·특수가스 수요 급증”에 리튬염 독점 생산 부각되며 매출 확대 전망 후성은 이차전지 전해액의 핵심 소재인 리튬염(LiPF6)을 생산하는 국내 유일 업체로 가전용·산업용에 쓰이는 냉매, 반도체 에칭 및 증착에 쓰이는 특수 가스 등을 주력으로 영위하고 있다.",'093370
증,미래산업,41100 49450 41000 47250,"47,250",▲,"8,050","20.54","517,631","23,732","반도체검사장비_창신반도체, sk하닉, 인피니언 납품",'025560
신,원익QnC,37950 45400 36700 41800,"41,800",▲,"5,600","15.47","3,354,963","139,549",,'074600
신,에스원,76000 90800 74000 85500,"85,500",▲,"8,800","11.47","349,777","29,508",,'012750
신,유니셈,11040 13230 11030 12320,"12,320",▲,"1,500","13.86","2,812,799","34,673","반도체 유틸리티 장비 강자, 업황 회복에 따른 실적 성장  유니셈은 반도체 제조 공정에 필수적인 스크러버(Scrubber)와 칠러(Chiller)를 주력으로 생산하는 장비 기업입니다. 반도체 업황 턴어라운드와 전방 고객사의 설비 투자 확대에 따른 직접적인 수혜가 기대됩니다.  주요 재료 및 상세 내용  독보적인 시장 지위: 반도체 공정 중 발생하는 유해가스를 정화하는 스크러버와 공정 장비의 온도를 안정적으로 조절하는 칠러는 공장의 가동률과 수율에 직접적인 영향을 미치는 핵심 유틸리티 장비입니다. 유니셈은 이 분야에서 높은 기술력과 시장 점유율을 바탕으로 삼성전자, SK하이닉스 등 국내외 주요 반도체 기업들을 핵심 고객사로 확보하고 있습니다.  견조한 실적 성장: 2025년 2분기 매출이 전년 동기 대비 78%, 전분기 대비 32% 증가하는 등 반도체 업황 회복세에 힘입어 뚜렷한 실적 개선을 보여주었습니다. 고객사의 신규 팹(Fab) 증설 및 가동률 상승에 따라 장비 수주가 지속적으로 증가할 가능성이 높습니다.  신사업 기대감: 기존 반도체 장비 사업 외에도 IoT 센서 등 신사업을 추진하며 미래 성장 동력을 확보하고 있습니다.  최근 [특징주] 기사  2025년 8월 18일: 2분기 호실적 발표 및 하반기 실적 개선 기대감이 부각되며 5.45% 상승 마감.  기사 제목: [특징주] 유니셈, 반도체 업황 회복 기대감에 2분기 호실적 기록... 주가 5%대 상승 - 이투데이  삼성전자 투자가 실적향상으로 이어질 것-iM iM증권은 유니셈에 대해 “삼성전자의 메모리 및 파운드리 투자가 가시화되면 올해 하반기 및 내년 실적향상으로 이어진다”고 15일 전망했다. 유니셈은 스크러버(Scrubber), 칠러(Chiller) 등을 생산하는 반도체·디스플레이 장비 전문 제조업체다.",'036200
,이수화학,14910 17990 14740 16700,"16,700",▲,"1,480","9.72","3,198,748","53,597",에코프로비엠과 황화리튭 개발 MOU,'005950
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
,,,"",,"","","","",,
