종목명,종목코드,현재가,등락률(%),시장
서울보증보험,031210,47150,-1.36,KOSPI
서울식품,004410,158,+0.00,KOSPI
서울식품우,004415,1193,+0.00,KOSPI
서울옥션,063170,7060,+2.62,KOSDAQ
서울전자통신,027040,480,+0.00,KOSDAQ
서울제약,018680,2820,-0.70,KOSDAQ
서울평가정보,036120,1969,+0.15,KOSDAQ
서원,021050,1849,+19.29,KOSPI
서원인텍,093920,5220,+0.19,KOSDAQ
서전기전,189860,8900,+29.93,KOSDAQ
서진시스템,178320,61300,+3.03,KOSDAQ
서진오토모티브,122690,2340,-4.29,KOSDAQ
서플러스글로벌,140070,2600,-0.38,KOSDAQ
서한,011370,1073,-1.20,KOSDAQ
서호전기,065710,45950,-0.54,KOSDAQ
서흥,008490,20150,+0.50,KOSPI
서희건설,035890,3350,+4.69,KOSDAQ
석경에이티,357550,58000,+1.40,KOSDAQ
선광,003100,27550,+15.51,KOSDAQ
선도전기,007610,10980,+29.94,KOSPI
선바이오,067370,7960,-3.86,KOSDAQ
선샤인푸드,217620,40,-34.43,KOSDAQ
선익시스템,171090,98500,-3.90,KOSDAQ
선진,136490,11220,+4.66,KOSPI
선진뷰티사이언스,086710,10860,-1.54,KOSDAQ
성광벤드,014620,46500,+0.22,KOSDAQ
성도이엔지,037350,13260,-0.23,KOSDAQ
성문전자,014910,1908,+1.60,KOSPI
성문전자우,014915,4480,+1.36,KOSPI
성신양회,004980,11530,+0.87,KOSPI
성신양회우,004985,11800,+1.29,KOSPI
성우,458650,14120,+2.32,KOSDAQ
성우전자,081580,3210,-1.83,KOSDAQ
성우테크론,045300,3265,+2.19,KOSDAQ
성우하이텍,015750,9050,+1.80,KOSDAQ
성일하이텍,365340,79800,-2.92,KOSDAQ
성창기업지주,000180,7150,-0.69,KOSPI
성창오토텍,080470,4290,-0.12,KOSDAQ
성호전자,043260,43450,+6.23,KOSDAQ
세경하이테크,148150,4820,+0.63,KOSDAQ
세기상사,002420,5380,-0.92,KOSPI
세나테크놀로지,061090,42400,-0.35,KOSDAQ
세니젠,188260,2110,+1.93,KOSDAQ
세동,053060,1329,+6.15,KOSDAQ
세림B&G,340440,2355,-6.18,KOSDAQ
세명전기,017510,15770,+8.76,KOSDAQ
세미파이브,490470,48800,+14.96,KOSDAQ
세방,004360,16350,+2.64,KOSPI
세방우,004365,10420,+1.07,KOSPI
세방전지,004490,67100,+1.67,KOSPI
세보엠이씨,011560,22650,-3.62,KOSDAQ
세아메카닉스,396300,6510,+10.34,KOSDAQ
세아베스틸지주,001430,71800,-4.90,KOSPI
세아제강,306200,179800,+1.35,KOSPI
세아제강지주,003030,229000,-4.58,KOSPI
세아홀딩스,058650,160900,-0.86,KOSPI
세우글로벌,013000,1293,+3.11,KOSPI
세운메디칼,100700,2835,-0.18,KOSDAQ
세원물산,024830,11300,+0.44,KOSDAQ
세원정공,021820,15410,+1.05,KOSPI
세이브존I&C,067830,3215,+1.26,KOSPI
세종메디칼,258830,412,+0.00,KOSDAQ
세종텔레콤,036630,9830,-2.19,KOSDAQ
세중,039310,1665,-6.46,KOSDAQ
세진중공업,075580,20300,-1.22,KOSPI
세진티에스,067770,2320,+4.27,KOSDAQ
세코닉스,053450,5620,+0.00,KOSDAQ
세화피앤씨,252500,829,-0.72,KOSDAQ
센서뷰,321370,3565,+17.66,KOSDAQ
센코,347000,2410,+0.21,KOSDAQ
셀레믹스,331920,14250,-4.94,KOSDAQ
셀레스트라,352770,5250,+0.00,KOSDAQ
셀로맥스사이언스,471820,5210,-0.19,KOSDAQ
셀루메드,049180,1009,+0.00,KOSDAQ
셀리드,299660,3205,+0.79,KOSDAQ
셀바스AI,108860,13040,-0.76,KOSDAQ
셀바스헬스케어,208370,4250,-2.07,KOSDAQ
셀바이오휴먼텍,318160,8080,+5.62,KOSDAQ
셀비온,308430,35950,-0.83,KOSDAQ
셀트리온,068270,197800,-1.35,KOSPI
셀트리온제약,068760,55600,-0.89,KOSDAQ
셀피글로벌,068940,778,+0.00,KOSDAQ
소노스퀘어,007720,424,+4.43,KOSDAQ
소룩스,290690,3625,-3.85,KOSDAQ
소마젠,950200,3535,-2.48,KOSDAQ
소프트센,032680,268,+0.00,KOSDAQ
소프트센우,032685,6270,+0.00,KOSDAQ
소프트캠프,258790,1718,+0.00,KOSDAQ
손오공,066910,680,+0.00,KOSDAQ
솔디펜스,215090,2955,-1.50,KOSDAQ
솔루스첨단소재,336370,13660,+4.35,KOSPI
솔루스첨단소재1우,33637K,2655,+2.12,KOSPI
솔루스첨단소재2우B,33637L,3675,+0.82,KOSPI
솔루엠,248070,20850,+7.47,KOSPI
솔본,035610,3800,+0.40,KOSDAQ
솔브레인,357780,458500,+0.11,KOSDAQ
솔브레인홀딩스,036830,71900,-1.51,KOSDAQ
솔트룩스,304100,23050,-1.50,KOSDAQ
솔트웨어,328380,885,+0.00,KOSDAQ
송원산업,004430,15750,-0.63,KOSPI
쇼박스,086980,2960,-1.00,KOSDAQ
수산세보틱스,017550,3080,-0.96,KOSPI
수산아이앤티,050960,9500,-0.42,KOSDAQ
수산인더스트리,126720,35700,+4.85,KOSPI
수성웹툰,084180,1216,+2.10,KOSDAQ
수젠텍,253840,5530,-0.90,KOSDAQ
슈어소프트테크,298830,7790,+3.87,KOSDAQ
슈프리마,236200,54400,-2.51,KOSDAQ
슈프리마에이치큐,094840,11500,+1.32,KOSDAQ
슈피겐코리아,192440,26900,+0.56,KOSDAQ
스마트레이더시스템,424960,7040,+3.38,KOSDAQ
스맥,099440,4305,-2.82,KOSDAQ
스모트로닉,066590,2770,+0.36,KOSDAQ
스카이라이프,053210,4890,-0.71,KOSPI
스코넥,276040,327,+0.00,KOSDAQ
스타에스엠리츠,204210,2035,+0.00,KOSPI
스타코링크,060240,1976,+0.00,KOSDAQ
스타플렉스,115570,3155,+3.95,KOSDAQ
스테이지원엔터,078860,3960,-2.58,KOSDAQ
스톤브릿지벤처스,330730,6680,+3.89,KOSDAQ
스톰테크,352090,3810,-1.42,KOSDAQ
스튜디오드래곤,253450,34800,-0.14,KOSDAQ
스튜디오미르,408900,2610,-1.14,KOSDAQ
스튜디오삼익,415380,2225,+2.53,KOSDAQ
스틱인베스트먼트,026890,9970,-1.48,KOSPI
스페코,013810,2910,-0.85,KOSDAQ
스피어,347700,41450,-1.78,KOSDAQ
승일,049830,7460,-0.40,KOSDAQ
시공테크,020710,4925,+0.41,KOSDAQ
시그네틱스,033170,893,+1.94,KOSDAQ
시너지이노베이션,048870,2045,-2.62,KOSDAQ
시노펙스,025320,6030,+1.52,KOSDAQ
시디즈,134790,19340,+0.05,KOSPI
시선AI,340810,3235,-3.00,KOSDAQ
시스웍,269620,889,+0.00,KOSDAQ
시지메드텍,056090,1874,-1.58,KOSDAQ
시지트로닉스,429270,7610,+0.26,KOSDAQ
시큐레터,418250,6550,+0.00,KOSDAQ
시큐브,131090,4285,+2.02,KOSDAQ
시프트업,462870,33350,+2.46,KOSPI
신대양제지,016590,12730,-2.45,KOSPI
신도기연,290520,2630,-3.49,KOSDAQ
신도리코,029530,49750,-0.40,KOSPI
신라교역,004970,9600,-0.83,KOSPI
신라섬유,001000,1638,-2.33,KOSDAQ
신라에스지,025870,4450,+0.23,KOSDAQ
신라젠,215600,3390,-3.00,KOSDAQ
신성델타테크,065350,58000,+0.00,KOSDAQ
신성에스티,416180,38250,+3.10,KOSDAQ
신성이엔지,011930,3995,+0.00,KOSPI
신세계,004170,410500,+0.86,KOSPI
신세계 I&C,035510,20800,-1.42,KOSPI
신세계인터내셔날,031430,14860,-0.07,KOSPI
신세계푸드,031440,51600,-1.34,KOSPI
신송홀딩스,006880,7190,-1.64,KOSPI
신스틸,162300,1975,-3.66,KOSDAQ
신신제약,002800,5830,-0.51,KOSDAQ
신영스팩10호,472220,2140,+0.00,KOSDAQ
신영스팩11호,0091W0,2085,+0.24,KOSDAQ
신영와코루,005800,15100,+0.13,KOSPI
신영증권,001720,206500,+4.77,KOSPI
신원,009270,1418,+2.46,KOSPI
신원종합개발,017000,3070,-2.07,KOSDAQ
신일전자,002700,1465,-0.61,KOSPI
신일제약,012790,6160,-1.91,KOSDAQ
신진에스엠,138070,1922,-2.24,KOSDAQ
신테카바이오,226330,3180,+0.32,KOSDAQ
신풍,002870,1115,-1.15,KOSPI
신풍제약,019170,11440,-2.14,KOSPI
신풍제약우,019175,18950,-0.26,KOSPI
신한글로벌액티브리츠,481850,1124,-1.23,KOSPI
신한서부티엔디리츠,404990,4440,-5.23,KOSPI
신한알파리츠,293940,5870,-2.98,KOSPI
신한제11호스팩,452980,2110,+0.00,KOSDAQ
신한제12호스팩,474660,2055,+0.00,KOSDAQ
신한제13호스팩,474930,2115,-0.47,KOSDAQ
신한제14호스팩,487360,2025,+0.25,KOSDAQ
신한제15호스팩,487830,2045,+0.00,KOSDAQ
신한제16호스팩,496070,2015,+0.25,KOSDAQ
신한제17호스팩,0130D0,1998,+0.30,KOSDAQ
신한제18호스팩,0129K0,1995,-15.29,KOSDAQ
신한지주,055550,98000,-1.90,KOSPI
신화인터텍,056700,1927,-1.23,KOSDAQ
신화콘텍,187270,3930,+0.77,KOSDAQ
신화프리텍,095190,2555,+0.00,KOSDAQ
신흥,004080,13970,-0.14,KOSPI
신흥에스이씨,243840,10560,+0.09,KOSDAQ
실리콘투,257720,43400,-1.36,KOSDAQ
심텍,222800,88200,+1.38,KOSDAQ
심텍홀딩스,036710,3735,-1.19,KOSDAQ
심플랫폼,444530,10320,+2.18,KOSDAQ
싸이닉솔루션,234030,7380,+1.51,KOSDAQ
싸이맥스,160980,37650,+1.21,KOSDAQ
싸이버원,356890,3785,-1.05,KOSDAQ
싸이토젠,217330,6160,+4.41,KOSDAQ
써니전자,004770,1840,+0.66,KOSPI
썸에이지,208640,196,+0.00,KOSDAQ
쎄노텍,222420,1680,+6.19,KOSDAQ
쎄니트,037760,2325,-1.69,KOSDAQ
쎄크,081180,13510,-0.73,KOSDAQ
쎄트렉아이,099320,168000,+1.20,KOSDAQ
쎌바이오텍,049960,15840,-1.00,KOSDAQ
쏘닉스,088280,7640,+6.56,KOSDAQ
쏘카,403550,16460,-7.58,KOSPI
쏠리드,050890,18640,+8.94,KOSDAQ
쓰리빌리언,394800,13130,-2.81,KOSDAQ
쓰리에이로직스,177900,7460,+1.50,KOSDAQ
씨메스로보틱스,475400,35900,+11.49,KOSDAQ
씨싸이트,109670,5030,-0.40,KOSDAQ
씨씨에스,066790,1493,+0.00,KOSDAQ
씨아이에스,222080,17190,+0.12,KOSDAQ
씨아이테크,004920,1207,-0.82,KOSPI
씨앤씨인터내셔널,352480,28350,-4.55,KOSDAQ
씨앤지하이테크,264660,22600,+0.44,KOSDAQ
씨앤투스,352700,2065,-3.73,KOSDAQ
씨어스,458870,48800,+2.41,KOSDAQ
씨에스베어링,297090,8800,-3.83,KOSDAQ
씨에스윈드,112610,69700,-2.65,KOSPI
씨엑스아이,900120,417,+1.46,KOSDAQ
씨엔알리서치,359090,773,+0.13,KOSDAQ
씨엔플러스,115530,336,+0.00,KOSDAQ
씨엠티엑스,388210,140200,-0.36,KOSDAQ
씨유메디칼,115480,548,+0.00,KOSDAQ
씨유테크,376290,2900,+0.00,KOSDAQ
씨이랩,189330,7110,+7.40,KOSDAQ
씨젠,096530,24500,-0.20,KOSDAQ
씨케이솔루션,480370,2570,+3.84,KOSPI
씨큐브,101240,4115,-1.20,KOSDAQ
씨티씨바이오,060590,3855,-1.53,KOSDAQ
씨티알모빌리티,308170,5230,-2.97,KOSPI
씨티케이,260930,3880,-2.02,KOSDAQ
씨피시스템,413630,3985,-1.73,KOSDAQ
아가방컴퍼니,013990,5100,-3.04,KOSDAQ
아나패스,123860,17990,+2.80,KOSDAQ
아난티,025980,7640,+8.22,KOSDAQ
아남전자,008700,1488,-0.33,KOSPI
아로마티카,0015N0,9600,+0.52,KOSDAQ
아모그린텍,125210,14930,-5.86,KOSDAQ
아모레퍼시픽,090430,134300,-0.74,KOSPI
아모레퍼시픽우,090435,48100,-0.93,KOSPI
아모레퍼시픽홀딩스,002790,28550,+2.51,KOSPI
아모레퍼시픽홀딩스3우C,00279K,24250,+1.25,KOSPI
아모레퍼시픽홀딩스우,002795,12160,+1.00,KOSPI
아모센스,357580,23450,+1.74,KOSDAQ
아모텍,052710,24400,+9.42,KOSDAQ
아미노로직스,074430,1339,-3.46,KOSDAQ
아미코젠,092040,1778,-1.88,KOSDAQ
아바코,083930,15930,+0.06,KOSDAQ
아바텍,149950,13900,+5.78,KOSDAQ
아비코전자,036010,12180,+4.73,KOSDAQ
아세아,002030,275000,+1.48,KOSPI
아세아시멘트,183190,11660,-0.60,KOSPI
아세아제지,002310,8920,-1.33,KOSPI
아세아텍,050860,2150,+3.37,KOSDAQ
아센디오,012170,1314,-2.01,KOSPI
아셈스,136410,7490,+1.63,KOSDAQ
아스타,246720,6070,+0.00,KOSDAQ
아스테라시스,450950,11450,+0.70,KOSDAQ
아스트,067390,796,+1.27,KOSDAQ
아스플로,159010,10920,+3.12,KOSDAQ
아시아경제,127710,1484,+6.15,KOSDAQ
아시아나IDT,267850,10860,+0.37,KOSPI
아시아나항공,020560,7030,-0.14,KOSPI
아시아종묘,154030,2035,-0.73,KOSDAQ
아우딘퓨쳐스,227610,794,+0.00,KOSDAQ
아우토크립트,331740,14810,-2.82,KOSDAQ
아이디스,143160,17630,-1.12,KOSDAQ
아이디스홀딩스,054800,16060,+2.95,KOSDAQ
아이디피,332370,5190,-0.57,KOSDAQ
아이로보틱스,066430,2220,+0.00,KOSDAQ
아이마켓코리아,122900,7550,-0.66,KOSPI
아이비김영,339950,2710,-0.55,KOSDAQ
아이비젼웍스,469750,1161,+0.00,KOSDAQ
아이빔테크놀로지,460470,3690,-4.90,KOSDAQ
아이센스,099190,21800,+2.83,KOSDAQ
아이스크림미디어,461300,18360,-1.29,KOSDAQ
아이스크림에듀,289010,1608,+2.10,KOSDAQ
아이쓰리시스템,214430,105800,+1.73,KOSDAQ
아이씨디,040910,5870,-0.17,KOSDAQ
아이씨에이치,368600,1203,+3.00,KOSDAQ
아이씨티케이,456010,23550,+4.43,KOSDAQ
아이앤씨,052860,5910,+2.07,KOSDAQ
아이언디바이스,464500,3765,+3.01,KOSDAQ
아이에스동서,010780,26050,-2.43,KOSPI
아이에스티이,212710,9620,+5.37,KOSDAQ
아이에이,038880,1018,+4.20,KOSDAQ
아이엘,307180,7730,+21.92,KOSDAQ
아이엠,101390,396,+0.00,KOSDAQ
아이엠바이오로직스,493280,46500,-4.32,KOSDAQ
아이엠비디엑스,461030,7140,+2.59,KOSDAQ
아이엠티,451220,17440,+15.65,KOSDAQ
아이윈,090150,920,-4.17,KOSDAQ
아이즈비전,031310,1723,+2.44,KOSDAQ
아이지넷,462980,2260,-2.38,KOSDAQ
아이진,185490,1416,-1.12,KOSDAQ
아이컴포넌트,059100,5560,+2.02,KOSDAQ
아이퀘스트,262840,1780,+0.00,KOSDAQ
아이큐어,175250,2170,+0.00,KOSDAQ
아이크래프트,052460,4095,+3.41,KOSDAQ
아이텍,119830,7710,+2.80,KOSDAQ
아이톡시,052770,312,+0.00,KOSDAQ
아이티센글로벌,124500,61900,+14.42,KOSDAQ
아이티센씨티에스,031820,753,+0.00,KOSPI
아이티센엔텍,010280,5870,-1.18,KOSDAQ
아이티센피엔에스,232830,4615,+14.66,KOSDAQ
아이티아이즈,372800,4070,-4.35,KOSDAQ
아이티엠반도체,084850,17140,+0.94,KOSDAQ
아이티켐,309710,21000,+0.00,KOSDAQ
아이패밀리에스씨,114840,10710,-0.83,KOSDAQ
아주IB투자,027360,15460,+3.07,KOSDAQ
아주스틸,139990,3720,-2.11,KOSPI
아즈텍WB,032080,1362,-0.07,KOSDAQ
아진산업,013310,3845,+3.08,KOSDAQ
아진엑스텍,059120,11580,+29.97,KOSDAQ
아진전자부품,009320,1168,+6.18,KOSPI
아크릴,0007C0,40800,+5.15,KOSDAQ
아크솔루션스,203690,4425,+0.00,KOSDAQ
아톤,158430,8180,+2.12,KOSDAQ
아티스트스튜디오,200350,5550,+0.54,KOSDAQ
아티스트컴퍼니,321820,4900,+1.98,KOSDAQ
안국약품,001540,8050,-0.86,KOSDAQ
안랩,053800,63000,-0.16,KOSDAQ
안트로젠,065660,34850,-3.19,KOSDAQ
알로이스,297570,1670,-6.23,KOSDAQ
알루코,001780,3100,+3.16,KOSPI
알리코제약,260660,3510,-3.04,KOSDAQ
알멕,354320,97800,-2.59,KOSDAQ
알비더블유,361570,1913,-1.65,KOSDAQ
알서포트,131370,2550,-2.30,KOSDAQ
알에스오토메이션,140670,16880,+0.60,KOSDAQ
알에프세미,096610,2965,+0.00,KOSDAQ
알에프텍,061040,1937,+0.00,KOSDAQ
알엔투테크놀로지,148250,3700,-0.13,KOSDAQ
알엔티엑스,123010,1593,+3.37,KOSDAQ
알지노믹스,476830,174500,-0.80,KOSDAQ
알체라,347860,2525,-6.48,KOSDAQ
알테오젠,196170,373000,+1.22,KOSDAQ
알톤,123750,2055,-0.48,KOSDAQ
알트,459550,2900,+0.00,KOSDAQ
알티캐스트,085810,2325,-7.19,KOSDAQ
알파AI,043100,520,+0.00,KOSDAQ
알파칩스,117670,20200,+7.33,KOSDAQ
알피바이오,314140,6370,+1.92,KOSDAQ
압타머사이언스,291650,1688,-1.00,KOSDAQ
압타바이오,293780,8370,-1.18,KOSDAQ
애경산업,018250,14820,-0.54,KOSPI
애경케미칼,161000,15110,-2.70,KOSPI
애니플러스,310200,2825,-0.53,KOSDAQ
애드바이오텍,179530,2905,+16.90,KOSDAQ
애드포러스,397810,6600,+0.61,KOSDAQ
애머릿지,900100,508,-0.97,KOSDAQ
액스비스,0011A0,26800,+1.32,KOSDAQ
액토즈소프트,052790,5550,-1.94,KOSDAQ
액트로,290740,18100,-0.88,KOSDAQ
앤디포스,238090,3130,-5.44,KOSDAQ
앤로보틱스,138360,3505,-7.03,KOSDAQ
앤씨앤,092600,987,+0.00,KOSDAQ
앱코,129890,1081,-1.64,KOSDAQ
앱클론,174900,47250,-3.87,KOSDAQ
앱토크롬,109960,153,+0.00,KOSDAQ
앱튼,270520,228,+0.00,KOSDAQ
야스,255440,11680,+7.65,KOSDAQ
양지사,030960,6800,+0.00,KOSDAQ
어보브반도체,102120,14570,+4.59,KOSDAQ
얼라인드,238120,4385,+1.62,KOSDAQ
에너토크,019990,10970,+6.40,KOSDAQ
에넥스,011090,428,+0.00,KOSPI
에르코스,435570,11220,-2.43,KOSDAQ
에브리봇,270660,19140,-0.10,KOSDAQ
에스넷,038680,4785,+5.86,KOSDAQ
에스디바이오센서,137310,8210,-2.49,KOSPI
에스디생명공학,217480,499,+0.00,KOSDAQ
에스디시스템,121890,2325,+21.47,KOSDAQ
에스바이오메딕스,304360,36150,+0.14,KOSDAQ
에스비비테크,389500,66300,+2.47,KOSDAQ
에스씨디,042110,1594,-0.44,KOSDAQ
에스아이리소스,065420,286,-4.67,KOSDAQ
에스앤더블류,103230,4180,-0.48,KOSDAQ
에스앤디,260970,57600,+4.35,KOSDAQ
에스앤에스텍,101490,100000,-0.70,KOSDAQ
에스에너지,095910,2670,+0.38,KOSDAQ
에스에스알,275630,4105,-1.56,KOSDAQ
에스에이엠티,031330,7390,+4.53,KOSDAQ
에스에이티,060540,1380,-0.50,KOSDAQ
에스에프에이,056190,32550,+3.66,KOSDAQ
에스엔시스,0008Z0,40150,-5.08,KOSDAQ
에스엘,005850,63700,+1.27,KOSPI
에스엘에스바이오,246250,1969,+0.00,KOSDAQ
에스엠,041510,96800,+0.21,KOSDAQ
에스엠벡셀,010580,2155,-1.15,KOSPI
에스엠씨지,460870,3510,-2.23,KOSDAQ
에스오에스랩,464080,16850,+3.95,KOSDAQ
에스와이,109610,2915,-2.51,KOSDAQ
에스와이스틸텍,365330,3700,-1.73,KOSDAQ
에스원,012750,78300,-9.06,KOSPI
에스제이그룹,306040,6830,-4.74,KOSDAQ
에스지헬스케어,398120,3470,-1.56,KOSDAQ
에스케이증권제11호스팩,472230,2060,+0.00,KOSDAQ
에스케이증권제12호스팩,473000,2065,-0.96,KOSDAQ
에스케이증권제13호스팩,473950,2030,-0.49,KOSDAQ
에스켐,475660,5210,+0.19,KOSDAQ
에스코넥,096630,813,+0.00,KOSDAQ
에스텍,069510,15960,-2.15,KOSDAQ
에스투더블유,488280,26250,+3.14,KOSDAQ
에스트래픽,234300,3745,-2.60,KOSDAQ
에스티아이,039440,40850,+9.22,KOSDAQ
에스티오,098660,1753,-0.23,KOSDAQ
에스티큐브,052020,19000,-9.95,KOSDAQ
에스티팜,237690,153800,+0.85,KOSDAQ
에스팀,458350,9040,-0.33,KOSDAQ
에스폴리텍,050760,1387,+2.89,KOSDAQ
에스프리즘,288620,10280,-4.55,KOSDAQ
에스피소프트,443670,5780,-0.52,KOSDAQ
에스피시스템스,317830,10660,+1.33,KOSDAQ
에스피지,058610,129200,+1.25,KOSDAQ
에쎈테크,043340,549,+0.00,KOSDAQ
에쓰씨엔지니어링,023960,1313,-2.01,KOSPI
에어레인,163280,6200,+1.31,KOSDAQ
에어부산,298690,2020,-1.46,KOSPI
에이디테크놀로지,200710,54100,+3.44,KOSDAQ
에이럭스,475580,12530,-1.88,KOSDAQ
에이루트,096690,1337,+0.00,KOSDAQ
에이리츠,140910,3130,+0.00,KOSPI
에이블씨엔씨,078520,14250,-4.49,KOSPI
에이비엘바이오,298380,132500,-1.71,KOSDAQ
에이비온,203400,2615,-4.56,KOSDAQ
에이비프로바이오,195990,1234,-1.44,KOSDAQ
에이스침대,003800,34550,+0.88,KOSDAQ
에이스테크,088800,4995,+6.73,KOSDAQ
에이스토리,241840,5090,-3.23,KOSDAQ
에이아이코리아,364950,7230,-0.69,KOSDAQ
에이에스텍,453860,15100,-1.11,KOSDAQ
에이에프더블류,312610,1308,-3.11,KOSDAQ
에이엔피,015260,744,-1.46,KOSPI
에이엘티,172670,19730,+5.34,KOSDAQ
에이유브랜즈,481070,17940,-2.82,KOSDAQ
에이전트AI,060900,6890,-8.50,KOSDAQ
에이직랜드,445090,31700,+5.84,KOSDAQ
에이치브이엠,295310,89600,+0.67,KOSDAQ
에이치시티,072990,4850,+3.08,KOSDAQ
에이치엔에스하이텍,044990,20000,+22.70,KOSDAQ
에이치엘사이언스,239610,8850,-0.90,KOSDAQ
에이치엠넥스,036170,7580,+8.44,KOSDAQ
에이치엠씨제6호스팩,462020,2110,+0.24,KOSDAQ
에이치엠씨제7호스팩,477340,2030,+0.00,KOSDAQ
에이치와이티씨,148930,3230,+1.10,KOSDAQ
에이치케이,044780,1580,-0.88,KOSDAQ
에이치피오,357230,2900,+3.94,KOSDAQ
에이텀,355690,5220,-0.19,KOSDAQ
에이테크솔루션,071670,9070,+2.49,KOSDAQ
에이텍,045660,10000,+0.81,KOSDAQ
에이텍모빌리티,224110,9180,-2.13,KOSDAQ
에이티넘인베스트,021080,3335,-1.04,KOSDAQ
에이팩트,200470,8880,+2.66,KOSDAQ
에이프로,262260,10990,+27.35,KOSDAQ
에이프로젠,007460,293,+0.00,KOSPI
에이프로젠바이오로직스,003060,251,+0.00,KOSPI
에이프릴바이오,397030,57700,-2.70,KOSDAQ
에이플러스에셋,244920,10460,-3.15,KOSPI
에이피알,278470,428500,+0.94,KOSPI
에임드바이오,0009K0,46700,-0.32,KOSDAQ
에치에프알,230240,36600,+24.07,KOSDAQ
에코글로우,159910,800,+0.00,KOSDAQ
에코마케팅,230360,16000,+0.00,KOSDAQ
에코볼트,097780,801,+0.00,KOSDAQ
에코심플렉스,038870,3085,-1.12,KOSDAQ
에코아이,448280,12390,-1.20,KOSDAQ
에코앤드림,101360,19700,+2.18,KOSDAQ
에코캡,128540,1972,+4.06,KOSDAQ
에코프로,086520,155800,+1.90,KOSDAQ
에코프로머티,450080,84800,+5.60,KOSPI
에코프로비엠,247540,215500,+4.61,KOSDAQ
에코프로에이치엔,383310,32850,+2.98,KOSDAQ
에코플라스틱,038110,3630,-1.36,KOSDAQ
에프알텍,073540,4125,+1.60,KOSDAQ
에프앤가이드,064850,29050,+6.80,KOSDAQ
에프에스티,036810,43700,+2.82,KOSDAQ
에프엔씨엔터,173940,4035,-1.82,KOSDAQ
에프엔에스테크,083500,19720,+1.91,KOSDAQ
에피소드컴퍼니,317530,3980,-1.61,KOSDAQ
엑사이엔씨,054940,865,+13.07,KOSDAQ
엑세스바이오,950130,3340,-2.20,KOSDAQ
엑셀세라퓨틱스,373110,1602,-4.59,KOSDAQ
엑셈,205100,1975,+0.92,KOSDAQ
엑스게이트,356680,15010,+6.53,KOSDAQ
엑스큐어,070300,2475,-5.71,KOSDAQ
엑스페릭스,317770,3760,+2.04,KOSDAQ
엑스플러스,373200,643,+0.00,KOSDAQ
엑시온그룹,069920,346,+0.00,KOSDAQ
엑시콘,092870,38450,+4.77,KOSDAQ
엑시큐어하이트론,019490,541,+0.00,KOSPI
엔바이오니아,317870,8110,-4.81,KOSDAQ
엔브이에이치코리아,067570,2165,-1.59,KOSDAQ
엔비알모션,0004V0,27900,+9.41,KOSDAQ
엔비티,236810,1954,-0.56,KOSDAQ
엔시스,333620,7150,+0.28,KOSDAQ
엔시트론,101400,392,+0.00,KOSDAQ
엔알비,475230,18850,+0.00,KOSDAQ
엔에이치스팩29호,451700,3480,+2.35,KOSDAQ
엔에이치스팩30호,466910,5640,+0.00,KOSDAQ
엔에이치스팩31호,481890,2100,+0.00,KOSDAQ
엔에이치스팩32호,0054V0,2040,-0.24,KOSDAQ
엔에이치스팩33호,0130H0,1999,+0.05,KOSDAQ
엔에프씨,265740,7430,+4.06,KOSDAQ
엔젠바이오,354200,1170,+0.95,KOSDAQ
엔젤로보틱스,455900,30200,-0.49,KOSDAQ
엔젯,419080,5660,+0.71,KOSDAQ
엔지켐생명과학,183490,990,+0.00,KOSDAQ
엔케이,085310,1169,+0.00,KOSPI
엔케이젠바이오텍코리아,182400,3670,+0.00,KOSDAQ
엔켐,348370,45150,+1.92,KOSDAQ
엔텔스,069410,4980,+4.29,KOSDAQ
엔투텍,227950,503,+0.00,KOSDAQ
엔피,291230,810,-1.58,KOSDAQ
엔피케이,048830,1168,-0.93,KOSDAQ
엘디티,096870,2420,+0.62,KOSDAQ
엘브이엠씨홀딩스,900140,1695,-0.41,KOSPI
엘앤씨바이오,290650,62800,-0.63,KOSDAQ
엘앤에프,066970,213000,+9.17,KOSPI
엘앤케이바이오,156100,6960,-4.79,KOSDAQ
엘에스스팩1호,0041J0,2000,+0.00,KOSDAQ
엘엠에스,073110,5870,-0.17,KOSDAQ
엘오티베큠,083310,16100,+1.71,KOSDAQ
엘컴텍,037950,709,+0.00,KOSDAQ
엘케이켐,489500,35150,+1.74,KOSDAQ
엘티씨,170920,47850,+4.48,KOSDAQ
엠게임,058630,5250,-2.05,KOSDAQ
엠디바이스,226590,29250,+2.45,KOSDAQ
엠로,058970,27800,-1.59,KOSDAQ
엠브레인,169330,2180,+0.93,KOSDAQ
엠씨넥스,097520,23550,+2.39,KOSPI
엠아이큐브솔루션,373170,3115,-2.66,KOSDAQ
엠아이텍,179290,6580,+0.77,KOSDAQ
엠앤씨솔루션,484870,114500,-0.78,KOSPI
엠에스씨,009780,7370,+1.80,KOSDAQ
엠에스오토텍,123040,2435,-0.61,KOSDAQ
엠에프씨,432980,3610,+0.28,KOSDAQ
엠엑스로보틱스,007820,5260,+0.96,KOSDAQ
엠엑스온,347890,6150,+1.82,KOSDAQ
엠오티,413390,9240,+0.65,KOSDAQ
엠젠솔루션,032790,887,+6.48,KOSDAQ
엠케이전자,033160,27500,-1.43,KOSDAQ
엠투엔,033310,1753,-1.85,KOSDAQ
엠플러스,259630,18060,+2.91,KOSDAQ
